,req_turning,req_milling,plan,req_sheet_metal,req_sheet_metal_inserts,one_manufacturer,post_id_manuf,sheet_metal_inserts,sheet_metal_weldings,sheet_metal_punching,employees_num,country,predBidProb,manufacturer_name
3,1,1,quick,0,0,0,770,0,0,0,6-20,IL,0.2254556870747106,M.ash presicion mechanics
13,1,1,quick,0,0,1,4753,1,1,0,6-20,IL,0.5431470411872513,Aloni engineering
11,1,1,quick,0,0,1,2184,1,1,1,6-20,IL,0.34849600989275903,P.D.R ELECTRONICS
3,1,1,quick,0,0,1,770,0,0,0,6-20,IL,0.3443659950151725,M.ash presicion mechanics
5,1,1,quick,0,0,1,788,1,1,1,21-50,IL,0.27766095179962186,Zahavi steel ltd.
16,1,1,quick,0,0,1,5314,1,1,1,50+,CN,0.22476818756067202,Hongding Photoelectric Technology
16,1,1,quick,0,1,0,5314,1,1,1,50+,CN,0.34784112374784965,Hongding Photoelectric Technology
11,1,1,quick,0,1,0,2184,1,1,1,6-20,IL,0.29957664956267355,P.D.R ELECTRONICS
19,1,1,quick,0,1,0,15212,1,0,1,6-20,TR,0.21863498670583292,FGM TEKNİK
5,1,1,quick,0,1,0,788,1,1,1,21-50,IL,0.19822088430757187,Zahavi steel ltd.
20,1,1,quick,0,1,0,15228,1,1,1,50+,TR,0.147034624542704,Metalif Inc.
11,1,1,quick,0,1,1,2184,1,1,1,6-20,IL,0.43898467000798985,P.D.R ELECTRONICS
5,1,1,quick,0,1,1,788,1,1,1,21-50,IL,0.347396066398311,Zahavi steel ltd.
13,1,1,quick,0,1,1,4753,1,1,0,6-20,IL,0.3055184768949871,Aloni engineering
3,1,1,quick,0,1,1,770,0,0,0,6-20,IL,0.22350752845416155,M.ash presicion mechanics
16,1,1,quick,0,1,1,5314,1,1,1,50+,CN,0.22282059053215975,Hongding Photoelectric Technology
16,1,1,standard,1,0,0,5314,1,1,1,50+,CN,0.4647903406995364,Hongding Photoelectric Technology
20,1,1,standard,1,0,0,15228,1,1,1,50+,TR,0.44305551896724477,Metalif Inc.
19,1,1,standard,1,0,0,15212,1,0,1,6-20,TR,0.26301348741607633,FGM TEKNİK
5,1,1,standard,1,0,0,788,1,1,1,21-50,IL,0.2579783396975524,Zahavi steel ltd.
10,1,1,standard,1,0,0,1714,1,1,1,50+,HU,0.2094117949756586,MATIC Kft.
20,1,1,standard,1,0,1,15228,1,1,1,50+,TR,0.5406319433400069,Metalif Inc.
5,1,1,standard,1,0,1,788,1,1,1,21-50,IL,0.4281124413229455,Zahavi steel ltd.
16,1,1,standard,1,0,1,5314,1,1,1,50+,CN,0.3182482037717001,Hongding Photoelectric Technology
11,1,1,standard,1,0,1,2184,1,1,1,6-20,IL,0.3063312024063099,P.D.R ELECTRONICS
13,1,1,standard,1,0,1,4753,1,1,0,6-20,IL,0.2795610419026827,Aloni engineering
20,1,1,standard,1,1,0,15228,1,1,1,50+,TR,0.6200372540382048,Metalif Inc.
16,1,1,standard,1,1,0,5314,1,1,1,50+,CN,0.46200242017154497,Hongding Photoelectric Technology
5,1,1,standard,1,1,0,788,1,1,1,21-50,IL,0.32499422449213045,Zahavi steel ltd.
11,1,1,standard,1,1,0,2184,1,1,1,6-20,IL,0.26095986251855013,P.D.R ELECTRONICS
19,1,1,standard,1,1,0,15212,1,0,1,6-20,TR,0.17014596429681744,FGM TEKNİK
20,1,1,standard,1,1,1,15228,1,1,1,50+,TR,0.7071047523387243,Metalif Inc.
5,1,1,standard,1,1,1,788,1,1,1,21-50,IL,0.5090071380343723,Zahavi steel ltd.
11,1,1,standard,1,1,1,2184,1,1,1,6-20,IL,0.39246683460949655,P.D.R ELECTRONICS
16,1,1,standard,1,1,1,5314,1,1,1,50+,CN,0.3158205936883901,Hongding Photoelectric Technology
25,1,1,standard,1,1,1,19928,1,1,1,6-20,IL,0.1453448357411109,"א.ל. כרסומטל זיווד בע""מ"
19,1,1,standard,0,0,0,15212,1,0,1,6-20,TR,0.4408531443254532,FGM TEKNİK
16,1,1,standard,0,0,0,5314,1,1,1,50+,CN,0.3481866403019227,Hongding Photoelectric Technology
13,1,1,standard,0,0,0,4753,1,1,0,6-20,IL,0.2653818436443308,Aloni engineering
11,1,1,standard,0,0,0,2184,1,1,1,6-20,IL,0.22422483302591634,P.D.R ELECTRONICS
15,1,1,standard,0,0,0,5011,0,0,0,6-20,IL,0.20548528757815424,YAAF
13,1,1,standard,0,0,1,4753,1,1,0,6-20,IL,0.5047740094500129,Aloni engineering
11,1,1,standard,0,0,1,2184,1,1,1,6-20,IL,0.34588369659852786,P.D.R ELECTRONICS
19,1,1,standard,0,0,1,15212,1,0,1,6-20,TR,0.311801292864486,FGM TEKNİK
20,1,1,standard,0,0,1,15228,1,1,1,50+,TR,0.25303415140635777,Metalif Inc.
16,1,1,standard,0,0,1,5314,1,1,1,50+,CN,0.22308440210202599,Hongding Photoelectric Technology
16,1,1,standard,0,1,0,5314,1,1,1,50+,CN,0.34564644244593346,Hongding Photoelectric Technology
20,1,1,standard,0,1,0,15228,1,1,1,50+,TR,0.3195858726641827,Metalif Inc.
19,1,1,standard,0,1,0,15212,1,0,1,6-20,TR,0.3117545827493592,FGM TEKNİK
11,1,1,standard,0,1,0,2184,1,1,1,6-20,IL,0.29716377595528587,P.D.R ELECTRONICS
5,1,1,standard,0,1,0,788,1,1,1,21-50,IL,0.11891981614644075,Zahavi steel ltd.
11,1,1,standard,0,1,1,2184,1,1,1,6-20,IL,0.4361481435044794,P.D.R ELECTRONICS
20,1,1,standard,0,1,1,15228,1,1,1,50+,TR,0.40998722818261224,Metalif Inc.
13,1,1,standard,0,1,1,4753,1,1,0,6-20,IL,0.27386967148090396,Aloni engineering
5,1,1,standard,0,1,1,788,1,1,1,21-50,IL,0.22517612034643167,Zahavi steel ltd.
16,1,1,standard,0,1,1,5314,1,1,1,50+,CN,0.22114723294071384,Hongding Photoelectric Technology
5,1,1,urgent,1,0,0,788,1,1,1,21-50,IL,0.681023784733128,Zahavi steel ltd.
16,1,1,urgent,1,0,0,5314,1,1,1,50+,CN,0.23204280434201574,Hongding Photoelectric Technology
3,1,1,urgent,1,0,0,770,0,0,0,6-20,IL,0.1588597649390368,M.ash presicion mechanics
4,1,1,urgent,1,0,0,774,1,1,1,21-50,IL,0.15587744633156375,R.Benes Metal Ltd.
17,1,1,urgent,1,0,0,7490,1,1,0,6-20,IL,0.12472342929233741,GS ELECTRONIC PACKAGING
5,1,1,urgent,1,0,1,788,1,1,1,21-50,IL,0.8213362409695182,Zahavi steel ltd.
3,1,1,urgent,1,0,1,770,0,0,0,6-20,IL,0.2541721525590945,M.ash presicion mechanics
13,1,1,urgent,1,0,1,4753,1,1,0,6-20,IL,0.21000070077687913,Aloni engineering
20,1,1,urgent,1,0,1,15228,1,1,1,50+,TR,0.14837252263434725,Metalif Inc.
11,1,1,urgent,1,0,1,2184,1,1,1,6-20,IL,0.1449922704981277,P.D.R ELECTRONICS
5,1,1,urgent,1,1,0,788,1,1,1,21-50,IL,0.7472633566172762,Zahavi steel ltd.
16,1,1,urgent,1,1,0,5314,1,1,1,50+,CN,0.2300508787709479,Hongding Photoelectric Technology
4,1,1,urgent,1,1,0,774,1,1,1,21-50,IL,0.2117956158994653,R.Benes Metal Ltd.
17,1,1,urgent,1,1,0,7490,1,1,0,6-20,IL,0.19837686618188705,GS ELECTRONIC PACKAGING
20,1,1,urgent,1,1,0,15228,1,1,1,50+,TR,0.19456696694422002,Metalif Inc.
5,1,1,urgent,1,1,1,788,1,1,1,21-50,IL,0.8642463430298374,Zahavi steel ltd.
20,1,1,urgent,1,1,1,15228,1,1,1,50+,TR,0.263288453034276,Metalif Inc.
11,1,1,urgent,1,1,1,2184,1,1,1,6-20,IL,0.19876085789184691,P.D.R ELECTRONICS
4,1,1,urgent,1,1,1,774,1,1,1,21-50,IL,0.17789052699713176,R.Benes Metal Ltd.
3,1,1,urgent,1,1,1,770,0,0,0,6-20,IL,0.15737014104308042,M.ash presicion mechanics
5,1,1,urgent,0,0,0,788,1,1,1,21-50,IL,0.3744191569905433,Zahavi steel ltd.
3,1,1,urgent,0,0,0,770,0,0,0,6-20,IL,0.32268588319451375,M.ash presicion mechanics
15,1,1,urgent,0,0,0,5011,0,0,0,6-20,IL,0.24377551858775026,YAAF
13,1,1,urgent,0,0,0,4753,1,1,0,6-20,IL,0.19837809012558136,Aloni engineering
19,1,1,urgent,0,0,0,15212,1,0,1,6-20,TR,0.1729115257522271,FGM TEKNİK
5,1,1,urgent,0,0,1,788,1,1,1,21-50,IL,0.5630726261073831,Zahavi steel ltd.
3,1,1,urgent,0,0,1,770,0,0,0,6-20,IL,0.46227129329294325,M.ash presicion mechanics
13,1,1,urgent,0,0,1,4753,1,1,0,6-20,IL,0.41115697824563097,Aloni engineering
11,1,1,urgent,0,0,1,2184,1,1,1,6-20,IL,0.16878189094238233,P.D.R ELECTRONICS
15,1,1,urgent,0,0,1,5011,0,0,0,6-20,IL,0.14226926229561485,YAAF
5,1,1,urgent,0,1,0,788,1,1,1,21-50,IL,0.4532083985867307,Zahavi steel ltd.
3,1,1,urgent,0,1,0,770,0,0,0,6-20,IL,0.2070335652585197,M.ash presicion mechanics
16,1,1,urgent,0,1,0,5314,1,1,1,50+,CN,0.15525427464435493,Hongding Photoelectric Technology
11,1,1,urgent,0,1,0,2184,1,1,1,6-20,IL,0.13968090147098808,P.D.R ELECTRONICS
15,1,1,urgent,0,1,0,5011,0,0,0,6-20,IL,0.1263297840309839,YAAF
5,1,1,urgent,0,1,1,788,1,1,1,21-50,IL,0.6408903485270834,Zahavi steel ltd.
3,1,1,urgent,0,1,1,770,0,0,0,6-20,IL,0.32024493654101055,M.ash presicion mechanics
11,1,1,urgent,0,1,1,2184,1,1,1,6-20,IL,0.2290096120543017,P.D.R ELECTRONICS
13,1,1,urgent,0,1,1,4753,1,1,0,6-20,IL,0.20532186682680287,Aloni engineering
20,1,1,urgent,0,1,1,15228,1,1,1,50+,TR,0.09327152443168486,Metalif Inc.
16,1,0,quick,1,0,0,5314,1,1,1,50+,CN,0.3760565311746052,Hongding Photoelectric Technology
5,1,0,quick,1,0,0,788,1,1,1,21-50,IL,0.30445085830449414,Zahavi steel ltd.
20,1,0,quick,1,0,0,15228,1,1,1,50+,TR,0.16713316189751704,Metalif Inc.
11,1,0,quick,1,0,0,2184,1,1,1,6-20,IL,0.14371513942151348,P.D.R ELECTRONICS
19,1,0,quick,1,0,0,15212,1,0,1,6-20,TR,0.13158564246426144,FGM TEKNİK
5,1,0,quick,1,0,1,788,1,1,1,21-50,IL,0.4851929082991286,Zahavi steel ltd.
16,1,0,quick,1,0,1,5314,1,1,1,50+,CN,0.24469996899780536,Hongding Photoelectric Technology
13,1,0,quick,1,0,1,4753,1,1,0,6-20,IL,0.2372790545201956,Aloni engineering
11,1,0,quick,1,0,1,2184,1,1,1,6-20,IL,0.2349193354357915,P.D.R ELECTRONICS
20,1,0,quick,1,0,1,15228,1,1,1,50+,TR,0.22891895337137055,Metalif Inc.
5,1,0,quick,1,1,0,788,1,1,1,21-50,IL,0.3773989710305903,Zahavi steel ltd.
16,1,0,quick,1,1,0,5314,1,1,1,50+,CN,0.37342949497880745,Hongding Photoelectric Technology
20,1,0,quick,1,1,0,15228,1,1,1,50+,TR,0.2916040965239604,Metalif Inc.
11,1,0,quick,1,1,0,2184,1,1,1,6-20,IL,0.1971193074464849,P.D.R ELECTRONICS
4,1,0,quick,1,1,0,774,1,1,1,21-50,IL,0.11313638899312857,R.Benes Metal Ltd.
5,1,0,quick,1,1,1,788,1,1,1,21-50,IL,0.5661949666491267,Zahavi steel ltd.
20,1,0,quick,1,1,1,15228,1,1,1,50+,TR,0.37849322562626103,Metalif Inc.
11,1,0,quick,1,1,1,2184,1,1,1,6-20,IL,0.3099472185592393,P.D.R ELECTRONICS
16,1,0,quick,1,1,1,5314,1,1,1,50+,CN,0.2426337190584011,Hongding Photoelectric Technology
35,1,0,quick,1,1,1,44404,1,1,1,6-20,IL,0.14503461535080764,4MODEL
16,1,0,quick,0,0,0,5314,1,1,1,50+,CN,0.2704643854431138,Hongding Photoelectric Technology
19,1,0,quick,0,0,0,15212,1,0,1,6-20,TR,0.2508005722278907,FGM TEKNİK
13,1,0,quick,0,0,0,4753,1,1,0,6-20,IL,0.22457588561599043,Aloni engineering
11,1,0,quick,0,0,0,2184,1,1,1,6-20,IL,0.16733622524713287,P.D.R ELECTRONICS
3,1,0,quick,0,0,0,770,0,0,0,6-20,IL,0.16671521168776252,M.ash presicion mechanics
13,1,0,quick,0,0,1,4753,1,1,0,6-20,IL,0.44969113955178724,Aloni engineering
11,1,0,quick,0,0,1,2184,1,1,1,6-20,IL,0.26882466442563735,P.D.R ELECTRONICS
3,1,0,quick,0,0,1,770,0,0,0,6-20,IL,0.2652544160316649,M.ash presicion mechanics
5,1,0,quick,0,0,1,788,1,1,1,21-50,IL,0.20898887043746867,Zahavi steel ltd.
16,1,0,quick,0,0,1,5314,1,1,1,50+,CN,0.1661684057908048,Hongding Photoelectric Technology
16,1,0,quick,0,1,0,5314,1,1,1,50+,CN,0.26825784886038856,Hongding Photoelectric Technology
11,1,0,quick,0,1,0,2184,1,1,1,6-20,IL,0.2271890758501733,P.D.R ELECTRONICS
19,1,0,quick,0,1,0,15212,1,0,1,6-20,TR,0.16130150267516752,FGM TEKNİK
5,1,0,quick,0,1,0,788,1,1,1,21-50,IL,0.14524556533462288,Zahavi steel ltd.
20,1,0,quick,0,1,0,15228,1,1,1,50+,TR,0.10593166048177897,Metalif Inc.
11,1,0,quick,0,1,1,2184,1,1,1,6-20,IL,0.3497312071497375,P.D.R ELECTRONICS
5,1,0,quick,0,1,1,788,1,1,1,21-50,IL,0.26787279245803775,Zahavi steel ltd.
13,1,0,quick,0,1,1,4753,1,1,0,6-20,IL,0.23217107085652774,Aloni engineering
3,1,0,quick,0,1,1,770,0,0,0,6-20,IL,0.16516639142019574,M.ash presicion mechanics
16,1,0,quick,0,1,1,5314,1,1,1,50+,CN,0.16462074738088156,Hongding Photoelectric Technology
16,1,0,standard,1,0,0,5314,1,1,1,50+,CN,0.3737858608974043,Hongding Photoelectric Technology
20,1,0,standard,1,0,0,15228,1,1,1,50+,TR,0.3534958987171768,Metalif Inc.
19,1,0,standard,1,0,0,15212,1,0,1,6-20,TR,0.19697619674865802,FGM TEKNİK
5,1,0,standard,1,0,0,788,1,1,1,21-50,IL,0.19287441569230246,Zahavi steel ltd.
10,1,0,standard,1,0,0,1714,1,1,1,50+,HU,0.15402019040122983,MATIC Kft.
20,1,0,standard,1,0,1,15228,1,1,1,50+,TR,0.44718519955578095,Metalif Inc.
5,1,0,standard,1,0,1,788,1,1,1,21-50,IL,0.33973088604850465,Zahavi steel ltd.
16,1,0,standard,1,0,1,5314,1,1,1,50+,CN,0.2429136566642471,Hongding Photoelectric Technology
11,1,0,standard,1,0,1,2184,1,1,1,6-20,IL,0.23285410171394438,P.D.R ELECTRONICS
13,1,0,standard,1,0,1,4753,1,1,0,6-20,IL,0.21055600641771474,Aloni engineering
20,1,0,standard,1,1,0,15228,1,1,1,50+,TR,0.5286608385838446,Metalif Inc.
16,1,0,standard,1,1,0,5314,1,1,1,50+,CN,0.37116525100759395,Hongding Photoelectric Technology
5,1,0,standard,1,1,0,788,1,1,1,21-50,IL,0.24864519524993925,Zahavi steel ltd.
11,1,0,standard,1,1,0,2184,1,1,1,6-20,IL,0.1953015547242439,P.D.R ELECTRONICS
19,1,0,standard,1,1,0,15212,1,0,1,6-20,TR,0.12351788578944976,FGM TEKNİK
20,1,0,standard,1,1,1,15228,1,1,1,50+,TR,0.623968414398178,Metalif Inc.
5,1,0,standard,1,1,1,788,1,1,1,21-50,IL,0.4160755543601635,Zahavi steel ltd.
11,1,0,standard,1,1,1,2184,1,1,1,6-20,IL,0.30748748625003564,P.D.R ELECTRONICS
16,1,0,standard,1,1,1,5314,1,1,1,50+,CN,0.2408576803460203,Hongding Photoelectric Technology
25,1,0,standard,1,1,1,19928,1,1,1,6-20,IL,0.10465628677884245,"א.ל. כרסומטל זיווד בע""מ"
19,1,0,standard,0,0,0,15212,1,0,1,6-20,TR,0.35145777851197135,FGM TEKNİK
16,1,0,standard,0,0,0,5314,1,1,1,50+,CN,0.2685568671006275,Hongding Photoelectric Technology
13,1,0,standard,0,0,0,4753,1,1,0,6-20,IL,0.19891040035798993,Aloni engineering
11,1,0,standard,0,0,0,2184,1,1,1,6-20,IL,0.16573642512025089,P.D.R ELECTRONICS
15,1,0,standard,0,0,0,5011,0,0,0,6-20,IL,0.15093400194660286,YAAF
13,1,0,standard,0,0,1,4753,1,1,0,6-20,IL,0.4119668187882022,Aloni engineering
11,1,0,standard,0,0,1,2184,1,1,1,6-20,IL,0.26656521255747173,P.D.R ELECTRONICS
19,1,0,standard,0,0,1,15212,1,0,1,6-20,TR,0.2374612820569888,FGM TEKNİK
20,1,0,standard,0,0,1,15228,1,1,1,50+,TR,0.1888603798082628,Metalif Inc.
16,1,0,standard,0,0,1,5314,1,1,1,50+,CN,0.16483026666077882,Hongding Photoelectric Technology
16,1,0,standard,0,1,0,5314,1,1,1,50+,CN,0.2663602107866982,Hongding Photoelectric Technology
20,1,0,standard,0,1,0,15228,1,1,1,50+,TR,0.24404802861646305,Metalif Inc.
19,1,0,standard,0,1,0,15212,1,0,1,6-20,TR,0.23742186657388553,FGM TEKNİK
11,1,0,standard,0,1,0,2184,1,1,1,6-20,IL,0.2251717997628761,P.D.R ELECTRONICS
5,1,0,standard,0,1,0,788,1,1,1,21-50,IL,0.08489400900817944,Zahavi steel ltd.
11,1,0,standard,0,1,1,2184,1,1,1,6-20,IL,0.3471145679578012,P.D.R ELECTRONICS
20,1,0,standard,0,1,1,15228,1,1,1,50+,TR,0.32323261971644396,Metalif Inc.
13,1,0,standard,0,1,1,4753,1,1,0,6-20,IL,0.20586802432922507,Aloni engineering
5,1,0,standard,0,1,1,788,1,1,1,21-50,IL,0.16649282649733405,Zahavi steel ltd.
16,1,0,standard,0,1,1,5314,1,1,1,50+,CN,0.16329263069400318,Hongding Photoelectric Technology
5,1,0,urgent,1,0,0,788,1,1,1,21-50,IL,0.5947274684361106,Zahavi steel ltd.
16,1,0,urgent,1,0,0,5314,1,1,1,50+,CN,0.17196715438259855,Hongding Photoelectric Technology
3,1,0,urgent,1,0,0,770,0,0,0,6-20,IL,0.1148964100798399,M.ash presicion mechanics
4,1,0,urgent,1,0,0,774,1,1,1,21-50,IL,0.11262891501215634,R.Benes Metal Ltd.
17,1,0,urgent,1,0,0,7490,1,1,0,6-20,IL,0.08920519254574984,GS ELECTRONIC PACKAGING
5,1,0,urgent,1,0,1,788,1,1,1,21-50,IL,0.7596003680962127,Zahavi steel ltd.
3,1,0,urgent,1,0,1,770,0,0,0,6-20,IL,0.18978309384232125,M.ash presicion mechanics
13,1,0,urgent,1,0,1,4753,1,1,0,6-20,IL,0.15448376282681756,Aloni engineering
20,1,0,urgent,1,0,1,15228,1,1,1,50+,TR,0.10694244592855036,Metalif Inc.
11,1,0,urgent,1,0,1,2184,1,1,1,6-20,IL,0.10439036498696586,P.D.R ELECTRONICS
5,1,0,urgent,1,1,0,788,1,1,1,21-50,IL,0.6702094408642001,Zahavi steel ltd.
16,1,0,urgent,1,1,0,5314,1,1,1,50+,CN,0.17037652312736995,Hongding Photoelectric Technology
4,1,0,urgent,1,1,0,774,1,1,1,21-50,IL,0.1558978044571429,R.Benes Metal Ltd.
17,1,0,urgent,1,1,0,7490,1,1,0,6-20,IL,0.14536741849859752,GS ELECTRONIC PACKAGING
20,1,0,urgent,1,1,0,15228,1,1,1,50+,TR,0.14239474275079902,Metalif Inc.
5,1,0,urgent,1,1,1,788,1,1,1,21-50,IL,0.8139795704629785,Zahavi steel ltd.
20,1,0,urgent,1,1,1,15228,1,1,1,50+,TR,0.1972005971786069,Metalif Inc.
11,1,0,urgent,1,1,1,2184,1,1,1,6-20,IL,0.14566744712843946,P.D.R ELECTRONICS
4,1,0,urgent,1,1,1,774,1,1,1,21-50,IL,0.12947119705016052,R.Benes Metal Ltd.
3,1,0,urgent,1,1,1,770,0,0,0,6-20,IL,0.11376327398633078,M.ash presicion mechanics
5,1,0,urgent,0,0,0,788,1,1,1,21-50,IL,0.2914727826530079,Zahavi steel ltd.
3,1,0,urgent,0,0,0,770,0,0,0,6-20,IL,0.24668096106091972,M.ash presicion mechanics
15,1,0,urgent,0,0,0,5011,0,0,0,6-20,IL,0.18137971234264708,YAAF
13,1,0,urgent,0,0,0,4753,1,1,0,6-20,IL,0.14536837469448802,Aloni engineering
19,1,0,urgent,0,0,0,15212,1,0,1,6-20,TR,0.1256402977054291,FGM TEKNİK
5,1,0,urgent,0,0,1,788,1,1,1,21-50,IL,0.4697132349002429,Zahavi steel ltd.
3,1,0,urgent,0,0,1,770,0,0,0,6-20,IL,0.3714177556318356,M.ash presicion mechanics
13,1,0,urgent,0,0,1,4753,1,1,0,6-20,IL,0.32429089382387954,Aloni engineering
11,1,0,urgent,0,0,1,2184,1,1,1,6-20,IL,0.12247246368288431,P.D.R ELECTRONICS
15,1,0,urgent,0,0,1,5011,0,0,0,6-20,IL,0.1023386072098217,YAAF
5,1,0,urgent,0,1,0,788,1,1,1,21-50,IL,0.36293385918310556,Zahavi steel ltd.
3,1,0,urgent,0,1,0,770,0,0,0,6-20,IL,0.1521499623901758,M.ash presicion mechanics
16,1,0,urgent,0,1,0,5314,1,1,1,50+,CN,0.11215567097127657,Hongding Photoelectric Technology
11,1,0,urgent,0,1,0,2184,1,1,1,6-20,IL,0.10039169156826198,P.D.R ELECTRONICS
15,1,0,urgent,0,1,0,5011,0,0,0,6-20,IL,0.09040134305704861,YAAF
5,1,0,urgent,0,1,1,788,1,1,1,21-50,IL,0.5508964598618025,Zahavi steel ltd.
3,1,0,urgent,0,1,1,770,0,0,0,6-20,IL,0.24460731669487676,M.ash presicion mechanics
11,1,0,urgent,0,1,1,2184,1,1,1,6-20,IL,0.16954587991245798,P.D.R ELECTRONICS
13,1,0,urgent,0,1,1,4753,1,1,0,6-20,IL,0.15080573068993294,Aloni engineering
20,1,0,urgent,0,1,1,15228,1,1,1,50+,TR,0.06603430252344973,Metalif Inc.
