,req_turning,req_milling,plan,req_sheet_metal,req_sheet_metal_inserts,post_id_project,post_id_manuf,competing_manufacturers,is_manuf_bid,predBidProb
12433,0,0,standard,1,0,23594,15228,"['788', '20224']",0,0.26245010024466964
11826,0,0,standard,1,0,23594,15212,"['788', '20224']",0,0.2429065190726366
6970,0,0,standard,1,0,23594,2184,"['788', '20224']",0,0.1476434103976142
8184,0,0,standard,1,0,23594,4753,"['788', '20224']",0,0.12937131957813952
10169,0,0,quick,0,0,37930,5314,"['788', '1714', '2184', '5314']",1,0.2742462397222401
3492,0,0,quick,0,0,37930,788,"['788', '1714', '2184', '5314']",1,0.2233375538334836
11990,0,0,quick,0,0,37930,15212,"['788', '1714', '2184', '5314']",0,0.19378746777411002
8348,0,0,quick,0,0,37930,4753,"['788', '1714', '2184', '5314']",0,0.1777259191699459
7134,0,0,quick,0,0,37930,2184,"['788', '1714', '2184', '5314']",1,0.15916579486802973
10149,0,0,standard,0,0,35887,5314,"['15212', '5011', '5314']",1,0.2848649678377532
12577,0,0,standard,0,0,35887,15228,"['15212', '5011', '5314']",0,0.280373660111213
11970,0,0,standard,0,0,35887,15212,"['15212', '5011', '5314']",1,0.25996582752124575
7114,0,0,standard,0,0,35887,2184,"['15212', '5011', '5314']",0,0.1594211782245883
8328,0,0,standard,0,0,35887,4753,"['15212', '5011', '5314']",0,0.139930783924719
9949,0,0,standard,1,0,19505,5314,['15141'],0,0.2667607229422619
12377,0,0,standard,1,0,19505,15228,['15141'],0,0.26245010024466964
11770,0,0,standard,1,0,19505,15212,['15141'],0,0.2429065190726366
6914,0,0,standard,1,0,19505,2184,['15141'],0,0.1476434103976142
8128,0,0,standard,1,0,19505,4753,['15141'],0,0.12937131957813952
10265,1,1,quick,0,0,46130,5314,"['15212', '36004', '44404']",0,0.37585195151871226
12086,1,1,quick,0,0,46130,15212,"['15212', '36004', '44404']",1,0.27695964137325035
8444,1,1,quick,0,0,46130,4753,"['15212', '36004', '44404']",0,0.25619518324745627
7230,1,1,quick,0,0,46130,2184,"['15212', '36004', '44404']",0,0.23175000157024525
21191,1,1,quick,0,0,46130,36004,"['15212', '36004', '44404']",1,0.1543977865123823
10191,0,1,standard,0,0,39990,5314,"['21576', '29877', '15212', '5314', '7490']",1,0.38124959899180205
12012,0,1,standard,0,0,39990,15212,"['21576', '29877', '15212', '5314', '7490']",1,0.35207339807839666
7156,0,1,standard,0,0,39990,2184,"['21576', '29877', '15212', '5314', '7490']",0,0.22682393624593855
8370,0,1,standard,0,0,39990,4753,"['21576', '29877', '15212', '5314', '7490']",0,0.20106416566771976
9584,0,1,standard,0,0,39990,5011,"['21576', '29877', '15212', '5314', '7490']",0,0.12583259236200184
10127,1,1,quick,0,0,33847,5314,['15212'],0,0.37585195151871226
11948,1,1,quick,0,0,33847,15212,['15212'],1,0.27695964137325035
8306,1,1,quick,0,0,33847,4753,['15212'],0,0.25619518324745627
7092,1,1,quick,0,0,33847,2184,['15212'],0,0.23175000157024525
21053,1,1,quick,0,0,33847,36004,['15212'],0,0.1543977865123823
9842,1,1,standard,0,0,9272,5314,['2184'],0,0.3882999377879541
11663,1,1,standard,0,0,9272,15212,['2184'],0,0.3588971462168598
6807,1,1,standard,0,0,9272,2184,['2184'],1,0.2320897008628667
8021,1,1,standard,0,0,9272,4753,['2184'],0,0.20589115982985465
20768,1,1,standard,0,0,9272,36004,['2184'],0,0.1156471124570023
10174,0,0,standard,1,0,37945,5314,['15228'],0,0.2667607229422619
12602,0,0,standard,1,0,37945,15228,['15228'],1,0.26245010024466964
11995,0,0,standard,1,0,37945,15212,['15228'],0,0.2429065190726366
7139,0,0,standard,1,0,37945,2184,['15228'],0,0.1476434103976142
8353,0,0,standard,1,0,37945,4753,['15228'],0,0.12937131957813952
10038,0,0,standard,0,0,25658,5314,"['2184', '23710', '24491']",0,0.2848649678377532
12466,0,0,standard,0,0,25658,15228,"['2184', '23710', '24491']",0,0.280373660111213
11859,0,0,standard,0,0,25658,15212,"['2184', '23710', '24491']",0,0.25996582752124575
7003,0,0,standard,0,0,25658,2184,"['2184', '23710', '24491']",1,0.1594211782245883
8217,0,0,standard,0,0,25658,4753,"['2184', '23710', '24491']",0,0.139930783924719
9961,0,0,standard,1,1,19516,5314,"['19928', '19924']",0,0.2525896469876403
12389,0,0,standard,1,1,19516,15228,"['19928', '19924']",0,0.2484304312244712
11782,0,0,standard,1,1,19516,15212,"['19928', '19924']",0,0.22960583474913043
6926,0,0,standard,1,1,19516,2184,"['19928', '19924']",0,0.1386040284892661
8140,0,0,standard,1,1,19516,4753,"['19928', '19924']",0,0.12129144361133627
9740,0,1,quick,0,0,3142,5314,"['770', '1266', '1684', '1684', '756']",0,0.3688913282359131
11561,0,1,quick,0,0,3142,15212,"['770', '1266', '1684', '1684', '756']",0,0.27103516131964583
7919,0,1,quick,0,0,3142,4753,"['770', '1266', '1684', '1684', '756']",0,0.2505609548442125
6705,0,1,quick,0,0,3142,2184,"['770', '1266', '1684', '1684', '756']",0,0.22648967101447282
1849,0,1,quick,0,0,3142,770,"['770', '1266', '1684', '1684', '756']",1,0.1807098979547068
10076,0,0,quick,1,0,27721,5314,['5314'],1,0.2565747300776959
3399,0,0,quick,1,0,27721,788,['5314'],0,0.20800624746954133
11897,0,0,quick,1,0,27721,15212,['5314'],0,0.1800145006277143
8255,0,0,quick,1,0,27721,4753,['5314'],0,0.16486105645209587
7041,0,0,quick,1,0,27721,2184,['5314'],0,0.1474035857716251
10241,0,1,standard,0,0,44109,5314,"['15212', '36004', '5314']",1,0.38124959899180205
12062,0,1,standard,0,0,44109,15212,"['15212', '36004', '5314']",1,0.35207339807839666
7206,0,1,standard,0,0,44109,2184,"['15212', '36004', '5314']",0,0.22682393624593855
8420,0,1,standard,0,0,44109,4753,"['15212', '36004', '5314']",0,0.20106416566771976
9634,0,1,standard,0,0,44109,5011,"['15212', '36004', '5314']",0,0.12583259236200184
10240,0,1,quick,0,0,44117,5314,"['15212', '2184', '36004', '5314']",1,0.3688913282359131
12061,0,1,quick,0,0,44117,15212,"['15212', '2184', '36004', '5314']",1,0.27103516131964583
8419,0,1,quick,0,0,44117,4753,"['15212', '2184', '36004', '5314']",0,0.2505609548442125
7205,0,1,quick,0,0,44117,2184,"['15212', '2184', '36004', '5314']",1,0.22648967101447282
2349,0,1,quick,0,0,44117,770,"['15212', '2184', '36004', '5314']",0,0.1807098979547068
3218,0,0,urgent,1,0,15446,788,['5314'],0,0.4508269786636777
2004,0,0,urgent,1,0,15446,770,['5314'],0,0.1599694397119001
9895,0,0,urgent,1,0,15446,5314,['5314'],1,0.09901160767098867
8074,0,0,urgent,1,0,15446,4753,['5314'],0,0.08936915670974445
9288,0,0,urgent,1,0,15446,5011,['5314'],0,0.08823782051323677
9774,1,1,standard,1,0,5206,5314,"['770', '788', '774']",0,0.36699551564545296
11595,1,1,standard,1,0,5206,15212,"['770', '788', '774']",0,0.33831371417579104
6739,1,1,standard,1,0,5206,2184,"['770', '788', '774']",0,0.21632493412315584
7953,1,1,standard,1,0,5206,4753,"['770', '788', '774']",0,0.1914622454802743
20700,1,1,standard,1,0,5206,36004,"['770', '788', '774']",0,0.10669282011014311
10081,0,1,quick,1,0,29787,5314,"['15212', '788', '23680', '5314']",1,0.3480458852807439
11902,0,1,quick,1,0,29787,15212,"['15212', '788', '23680', '5314']",1,0.25349829089348286
8260,0,1,quick,1,0,29787,4753,"['15212', '788', '23680', '5314']",0,0.23392372331850522
7046,0,1,quick,1,0,29787,2184,"['15212', '788', '23680', '5314']",0,0.21100076900560558
2190,0,1,quick,1,0,29787,770,"['15212', '788', '23680', '5314']",0,0.16767308206908538
9743,0,1,quick,1,1,3166,5314,"['770', '788', '2184']",0,0.33150899275712736
11564,0,1,quick,1,1,3166,15212,"['770', '788', '2184']",0,0.23980133783605836
7922,0,1,quick,1,1,3166,4753,"['770', '788', '2184']",0,0.22097134468837648
6708,0,1,quick,1,1,3166,2184,"['770', '788', '2184']",1,0.19898795043333095
1852,0,1,quick,1,1,3166,770,"['770', '788', '2184']",1,0.1576341870893938
2115,0,1,urgent,0,0,23649,770,['5314'],0,0.24386905137423254
10006,0,1,urgent,0,0,23649,5314,['5314'],1,0.156912427457273
8185,0,1,urgent,0,0,23649,4753,['5314'],0,0.14252315914026073
9399,0,1,urgent,0,0,23649,5011,['5314'],0,0.14082299624530306
11827,0,1,urgent,0,0,23649,15212,['5314'],0,0.11407305875844377
10242,1,1,quick,1,1,44129,5314,['15212'],0,0.3381421774050175
12063,1,1,quick,1,1,44129,15212,['15212'],1,0.24527280337915208
8421,1,1,quick,1,1,44129,4753,['15212'],0,0.22614097961219193
7207,1,1,quick,1,1,44129,2184,['15212'],0,0.20377781374806914
21168,1,1,quick,1,1,44129,36004,['15212'],0,0.13413191822594436
9873,0,1,quick,1,0,13413,5314,['788'],0,0.3480458852807439
11694,0,1,quick,1,0,13413,15212,['788'],0,0.25349829089348286
8052,0,1,quick,1,0,13413,4753,['788'],0,0.23392372331850522
6838,0,1,quick,1,0,13413,2184,['788'],0,0.21100076900560558
1982,0,1,quick,1,0,13413,770,['788'],0,0.16767308206908538
9846,1,1,urgent,1,0,11365,5314,"['5007', '5011', '7490']",0,0.1490256988290715
8025,1,1,urgent,1,0,11365,4753,"['5007', '5011', '7490']",0,0.1352436463486055
11667,1,1,urgent,1,0,11365,15212,"['5007', '5011', '7490']",0,0.10806353414210222
10453,1,1,urgent,1,0,11365,7490,"['5007', '5011', '7490']",1,0.09469475488001756
6811,1,1,urgent,1,0,11365,2184,"['5007', '5011', '7490']",0,0.0814949276241251
10312,0,0,quick,0,0,50279,5314,"['36004', '5314']",1,0.2742462397222401
3635,0,0,quick,0,0,50279,788,"['36004', '5314']",0,0.2233375538334836
12133,0,0,quick,0,0,50279,15212,"['36004', '5314']",0,0.19378746777411002
8491,0,0,quick,0,0,50279,4753,"['36004', '5314']",0,0.1777259191699459
7277,0,0,quick,0,0,50279,2184,"['36004', '5314']",0,0.15916579486802973
10130,0,0,standard,1,1,33900,5314,['788'],0,0.2525896469876403
12558,0,0,standard,1,1,33900,15228,['788'],0,0.2484304312244712
11951,0,0,standard,1,1,33900,15212,['788'],0,0.22960583474913043
7095,0,0,standard,1,1,33900,2184,['788'],0,0.1386040284892661
8309,0,0,standard,1,1,33900,4753,['788'],0,0.12129144361133627
3173,0,0,urgent,1,0,11390,788,"['7490', '788']",1,0.4508269786636777
1959,0,0,urgent,1,0,11390,770,"['7490', '788']",0,0.1599694397119001
9850,0,0,urgent,1,0,11390,5314,"['7490', '788']",0,0.09901160767098867
8029,0,0,urgent,1,0,11390,4753,"['7490', '788']",0,0.08936915670974445
9243,0,0,urgent,1,0,11390,5011,"['7490', '788']",0,0.08823782051323677
3617,0,0,urgent,1,0,48257,788,['788'],1,0.4508269786636777
2403,0,0,urgent,1,0,48257,770,['788'],0,0.1599694397119001
10294,0,0,urgent,1,0,48257,5314,['788'],0,0.09901160767098867
8473,0,0,urgent,1,0,48257,4753,['788'],0,0.08936915670974445
9687,0,0,urgent,1,0,48257,5011,['788'],0,0.08823782051323677
10192,1,1,standard,0,0,40071,5314,"['29877', '15212']",0,0.3882999377879541
12013,1,1,standard,0,0,40071,15212,"['29877', '15212']",1,0.3588971462168598
7157,1,1,standard,0,0,40071,2184,"['29877', '15212']",0,0.2320897008628667
8371,1,1,standard,0,0,40071,4753,"['29877', '15212']",0,0.20589115982985465
21118,1,1,standard,0,0,40071,36004,"['29877', '15212']",0,0.1156471124570023
9976,0,0,standard,1,0,21642,5314,"['15212', '788', '15189', '19928']",0,0.2667607229422619
12404,0,0,standard,1,0,21642,15228,"['15212', '788', '15189', '19928']",0,0.26245010024466964
11797,0,0,standard,1,0,21642,15212,"['15212', '788', '15189', '19928']",1,0.2429065190726366
6941,0,0,standard,1,0,21642,2184,"['15212', '788', '15189', '19928']",0,0.1476434103976142
8155,0,0,standard,1,0,21642,4753,"['15212', '788', '15189', '19928']",0,0.12937131957813952
3358,0,0,urgent,0,0,25739,788,"['4753', '788']",1,0.4733587456177517
2144,0,0,urgent,0,0,25739,770,"['4753', '788']",0,0.17253144578248922
10035,0,0,urgent,0,0,25739,5314,"['4753', '788']",0,0.10739875127559101
8214,0,0,urgent,0,0,25739,4753,"['4753', '788']",1,0.09702746206921489
9428,0,0,urgent,0,0,25739,5011,"['4753', '788']",0,0.09580937840485486
9918,1,0,quick,0,0,17553,5314,"['5011', '4753', '2184', '5314']",1,0.28021392878198476
11739,1,0,quick,0,0,17553,15212,"['5011', '4753', '2184', '5314']",0,0.1984831684081506
8097,1,0,quick,0,0,17553,4753,"['5011', '4753', '2184', '5314']",1,0.18212034602829513
6883,1,0,quick,0,0,17553,2184,"['5011', '4753', '2184', '5314']",1,0.16319238507412515
20844,1,0,quick,0,0,17553,36004,"['5011', '4753', '2184', '5314']",0,0.10557823686781487
3543,0,0,urgent,1,0,42130,788,['788'],1,0.4508269786636777
2329,0,0,urgent,1,0,42130,770,['788'],0,0.1599694397119001
10220,0,0,urgent,1,0,42130,5314,['788'],0,0.09901160767098867
8399,0,0,urgent,1,0,42130,4753,['788'],0,0.08936915670974445
9613,0,0,urgent,1,0,42130,5011,['788'],0,0.08823782051323677
9849,0,1,quick,0,0,11418,5314,['5011'],0,0.3688913282359131
11670,0,1,quick,0,0,11418,15212,['5011'],0,0.27103516131964583
8028,0,1,quick,0,0,11418,4753,['5011'],0,0.2505609548442125
6814,0,1,quick,0,0,11418,2184,['5011'],0,0.22648967101447282
1958,0,1,quick,0,0,11418,770,['5011'],0,0.1807098979547068
10102,0,0,standard,1,0,31898,5314,['788'],0,0.2667607229422619
12530,0,0,standard,1,0,31898,15228,['788'],0,0.26245010024466964
11923,0,0,standard,1,0,31898,15212,['788'],0,0.2429065190726366
7067,0,0,standard,1,0,31898,2184,['788'],0,0.1476434103976142
8281,0,0,standard,1,0,31898,4753,['788'],0,0.12937131957813952
9962,0,0,quick,1,0,19612,5314,"['5314', '788']",1,0.2565747300776959
3285,0,0,quick,1,0,19612,788,"['5314', '788']",1,0.20800624746954133
11783,0,0,quick,1,0,19612,15212,"['5314', '788']",0,0.1800145006277143
8141,0,0,quick,1,0,19612,4753,"['5314', '788']",0,0.16486105645209587
6927,0,0,quick,1,0,19612,2184,"['5314', '788']",0,0.1474035857716251
9841,1,1,standard,0,0,9371,5314,[],0,0.3882999377879541
11662,1,1,standard,0,0,9371,15212,[],0,0.3588971462168598
6806,1,1,standard,0,0,9371,2184,[],0,0.2320897008628667
8020,1,1,standard,0,0,9371,4753,[],0,0.20589115982985465
20767,1,1,standard,0,0,9371,36004,[],0,0.1156471124570023
10008,1,0,urgent,0,0,23706,5314,"['19924', '23680']",0,0.11028750811635056
8187,1,0,urgent,0,0,23706,4753,"['19924', '23680']",0,0.09966840629180254
11829,1,0,urgent,0,0,23706,15212,"['19924', '23680']",0,0.078984872933518
10615,1,0,urgent,0,0,23706,7490,"['19924', '23680']",0,0.06893544671783597
6973,1,0,urgent,0,0,23706,2184,"['19924', '23680']",0,0.05909192383963724
10217,1,1,quick,0,0,42143,5314,"['36004', '15212', '5314']",1,0.37585195151871226
12038,1,1,quick,0,0,42143,15212,"['36004', '15212', '5314']",1,0.27695964137325035
8396,1,1,quick,0,0,42143,4753,"['36004', '15212', '5314']",0,0.25619518324745627
7182,1,1,quick,0,0,42143,2184,"['36004', '15212', '5314']",0,0.23175000157024525
21143,1,1,quick,0,0,42143,36004,"['36004', '15212', '5314']",1,0.1543977865123823
9969,0,0,quick,0,0,19616,5314,['5314'],1,0.2742462397222401
3292,0,0,quick,0,0,19616,788,['5314'],0,0.2233375538334836
11790,0,0,quick,0,0,19616,15212,['5314'],0,0.19378746777411002
8148,0,0,quick,0,0,19616,4753,['5314'],0,0.1777259191699459
6934,0,0,quick,0,0,19616,2184,['5314'],0,0.15916579486802973
10104,0,0,quick,1,0,31905,5314,['788'],0,0.2565747300776959
3427,0,0,quick,1,0,31905,788,['788'],1,0.20800624746954133
11925,0,0,quick,1,0,31905,15212,['788'],0,0.1800145006277143
8283,0,0,quick,1,0,31905,4753,['788'],0,0.16486105645209587
7069,0,0,quick,1,0,31905,2184,['788'],0,0.1474035857716251
9778,0,1,quick,0,0,5290,5314,['2184'],0,0.3688913282359131
11599,0,1,quick,0,0,5290,15212,['2184'],0,0.27103516131964583
7957,0,1,quick,0,0,5290,4753,['2184'],0,0.2505609548442125
6743,0,1,quick,0,0,5290,2184,['2184'],1,0.22648967101447282
1887,0,1,quick,0,0,5290,770,['2184'],0,0.1807098979547068
9900,0,0,standard,0,1,15530,5314,['5314'],1,0.2700864006697801
12328,0,0,standard,0,1,15530,15228,['5314'],0,0.26574151444221683
11721,0,0,standard,0,1,15530,15212,['5314'],0,0.2460345958926901
6865,0,0,standard,0,1,15530,2184,['5314'],0,0.1497874283213346
8079,0,0,standard,0,1,15530,4753,['5314'],0,0.1312908686343774
10100,0,1,quick,0,0,31914,5314,['15212'],0,0.3688913282359131
11921,0,1,quick,0,0,31914,15212,['15212'],1,0.27103516131964583
8279,0,1,quick,0,0,31914,4753,['15212'],0,0.2505609548442125
7065,0,1,quick,0,0,31914,2184,['15212'],0,0.22648967101447282
2209,0,1,quick,0,0,31914,770,['15212'],0,0.1807098979547068
9898,0,0,standard,0,0,15533,5314,"['5314', '2184', '7490']",1,0.2848649678377532
12326,0,0,standard,0,0,15533,15228,"['5314', '2184', '7490']",0,0.280373660111213
11719,0,0,standard,0,0,15533,15212,"['5314', '2184', '7490']",0,0.25996582752124575
6863,0,0,standard,0,0,15533,2184,"['5314', '2184', '7490']",1,0.1594211782245883
8077,0,0,standard,0,0,15533,4753,"['5314', '2184', '7490']",0,0.139930783924719
9798,1,1,quick,0,0,7346,5314,"['770', '2184', '4753']",0,0.37585195151871226
11619,1,1,quick,0,0,7346,15212,"['770', '2184', '4753']",0,0.27695964137325035
7977,1,1,quick,0,0,7346,4753,"['770', '2184', '4753']",1,0.25619518324745627
6763,1,1,quick,0,0,7346,2184,"['770', '2184', '4753']",1,0.23175000157024525
20724,1,1,quick,0,0,7346,36004,"['770', '2184', '4753']",0,0.1543977865123823
3478,0,0,urgent,1,0,36019,788,['19928'],0,0.4508269786636777
2264,0,0,urgent,1,0,36019,770,['19928'],0,0.1599694397119001
10155,0,0,urgent,1,0,36019,5314,['19928'],0,0.09901160767098867
8334,0,0,urgent,1,0,36019,4753,['19928'],0,0.08936915670974445
9548,0,0,urgent,1,0,36019,5011,['19928'],0,0.08823782051323677
9964,0,0,quick,0,0,19637,5314,['5314'],1,0.2742462397222401
3287,0,0,quick,0,0,19637,788,['5314'],0,0.2233375538334836
11785,0,0,quick,0,0,19637,15212,['5314'],0,0.19378746777411002
8143,0,0,quick,0,0,19637,4753,['5314'],0,0.1777259191699459
6929,0,0,quick,0,0,19637,2184,['5314'],0,0.15916579486802973
9712,0,1,quick,1,0,1207,5314,"['770', '740', '774']",0,0.3480458852807439
11533,0,1,quick,1,0,1207,15212,"['770', '740', '774']",0,0.25349829089348286
7891,0,1,quick,1,0,1207,4753,"['770', '740', '774']",0,0.23392372331850522
6677,0,1,quick,1,0,1207,2184,"['770', '740', '774']",0,0.21100076900560558
1821,0,1,quick,1,0,1207,770,"['770', '740', '774']",1,0.16767308206908538
10037,0,1,standard,1,0,25786,5314,"['5011', '2184', '24491']",0,0.3601042794422633
11858,0,1,standard,1,0,25786,15212,"['5011', '2184', '24491']",0,0.3316788508604229
7002,0,1,standard,1,0,25786,2184,"['5011', '2184', '24491']",1,0.21131841994232567
8216,0,1,standard,1,0,25786,4753,"['5011', '2184', '24491']",0,0.18689391481007195
9430,0,1,standard,1,0,25786,5011,"['5011', '2184', '24491']",1,0.11619327908474848
10084,0,1,quick,1,0,29898,5314,['770'],0,0.3480458852807439
11905,0,1,quick,1,0,29898,15212,['770'],0,0.25349829089348286
8263,0,1,quick,1,0,29898,4753,['770'],0,0.23392372331850522
7049,0,1,quick,1,0,29898,2184,['770'],0,0.21100076900560558
2193,0,1,quick,1,0,29898,770,['770'],1,0.16767308206908538
9775,1,1,quick,1,0,5324,5314,"['770', '788', '5011', '2184']",0,0.35483432280492155
11596,1,1,quick,1,0,5324,15212,"['770', '788', '5011', '2184']",0,0.25917572765571195
7954,1,1,quick,1,0,5324,4753,"['770', '788', '5011', '2184']",0,0.23930329710394535
6740,1,1,quick,1,0,5324,2184,"['770', '788', '5011', '2184']",1,0.21600181858648582
20701,1,1,quick,1,0,5324,36004,"['770', '788', '5011', '2184']",0,0.14292803495986492
10059,1,0,quick,0,0,27853,5314,['15212'],0,0.28021392878198476
11880,1,0,quick,0,0,27853,15212,['15212'],1,0.1984831684081506
8238,1,0,quick,0,0,27853,4753,['15212'],0,0.18212034602829513
7024,1,0,quick,0,0,27853,2184,['15212'],0,0.16319238507412515
20985,1,0,quick,0,0,27853,36004,['15212'],0,0.10557823686781487
10263,0,0,quick,0,0,46288,5314,"['15212', '36004', '5314', '5314', '44404']",1,0.2742462397222401
3586,0,0,quick,0,0,46288,788,"['15212', '36004', '5314', '5314', '44404']",0,0.2233375538334836
12084,0,0,quick,0,0,46288,15212,"['15212', '36004', '5314', '5314', '44404']",1,0.19378746777411002
8442,0,0,quick,0,0,46288,4753,"['15212', '36004', '5314', '5314', '44404']",0,0.1777259191699459
7228,0,0,quick,0,0,46288,2184,"['15212', '36004', '5314', '5314', '44404']",0,0.15916579486802973
10128,0,1,quick,0,0,34002,5314,['15212'],0,0.3688913282359131
11949,0,1,quick,0,0,34002,15212,['15212'],1,0.27103516131964583
8307,0,1,quick,0,0,34002,4753,['15212'],0,0.2505609548442125
7093,0,1,quick,0,0,34002,2184,['15212'],0,0.22648967101447282
2237,0,1,quick,0,0,34002,770,['15212'],0,0.1807098979547068
