agency,post_id_manuf,num_bids
44128,788,0
44128,774,0
44128,770,0
44128,768,0
44128,766,0
44128,756,0
44128,742,0
44128,740,0
44128,421,0
44128,407,0
43600,44404,0
43600,42272,0
30564,788,0
29186,15151,0
30564,770,0
15532,11093,0
15532,19573,0
15532,19571,0
15532,15865,0
15532,15228,0
15532,15212,0
15532,15203,0
15532,15189,0
15532,15151,0
15532,15141,0
15532,12002,0
15532,8183,0
15532,19924,0
15532,5011,0
15532,5007,0
15532,2194,0
15532,1714,0
15532,1684,0
15532,1670,0
15532,1276,0
15532,1266,0
15532,887,0
15532,790,0
15532,19776,0
15532,19928,0
15532,774,0
15532,35999,0
1557,768,0
1557,766,0
1557,756,0
1557,740,0
1557,421,0
1557,407,0
15532,44404,0
15532,42272,0
15532,38958,0
15532,36004,0
15532,29877,0
15532,20224,0
15532,29775,0
15532,25719,0
15532,24491,0
15532,23710,0
15532,23680,0
15532,23582,0
15532,21638,0
15532,21576,0
15532,20636,0
15532,20522,0
15532,788,0
15532,770,0
1349,11093,0
15529,12002,0
15529,19573,0
15529,19571,0
15529,15865,0
15529,15611,0
15529,15228,0
15529,15212,0
15529,15203,0
15529,15189,0
15529,15151,0
15529,15141,0
15529,11093,0
15529,19924,0
15529,8183,0
15529,7490,0
15529,5011,0
15529,5007,0
15529,4753,0
15529,2194,0
15529,2184,0
15529,1714,0
15529,1684,0
15529,1670,0
15529,19776,0
15529,19928,0
15532,768,0
15529,35999,0
15532,766,0
15532,756,0
15532,742,0
15532,740,0
15532,421,0
15532,407,0
15529,44404,0
15529,42272,0
15529,38958,0
15529,36004,0
15529,29877,0
15529,20224,0
15529,29775,0
15529,25719,0
15529,24491,0
15529,23710,0
15529,23680,0
15529,23582,0
15529,21638,0
15529,21576,0
15529,20636,0
15529,20522,0
1557,790,0
1557,887,0
1557,1276,0
15622,19571,0
15622,23582,0
15622,21638,0
15622,21576,0
15622,20636,0
15622,20522,0
15622,20224,0
15622,19928,0
15622,19924,0
15622,19776,0
15622,19573,0
15622,15865,0
15622,23710,0
15622,15611,0
15622,15228,0
15622,15212,0
15622,15203,0
15622,15189,0
15622,15151,0
15622,15141,0
15622,12002,0
15622,11093,0
15622,8183,0
15622,23680,0
15622,24491,0
1557,1684,0
15869,756,0
15869,1670,0
15869,1276,0
15869,1266,0
15869,887,0
15869,790,0
15869,788,0
15869,774,0
15869,770,0
15869,768,0
15869,766,0
15869,742,0
15622,25719,0
15869,740,0
15869,421,0
15869,407,0
15622,44404,0
15622,42272,0
15622,38958,0
15622,36004,0
15622,35999,0
15622,29877,0
15622,29775,0
15622,7490,0
15622,5011,0
15622,5007,0
1557,15611,0
1557,23680,0
1557,23582,0
1557,21576,0
1557,20522,0
1557,20224,0
1557,19924,0
1557,19776,0
1557,19573,0
1557,19571,0
1557,15865,0
1557,15228,0
15622,2194,0
1557,15203,0
1557,15189,0
1557,15151,0
1557,15141,0
1557,12002,0
1557,11093,0
1557,8183,0
1557,5007,0
1557,2194,0
1557,1714,0
1557,25719,0
1557,29775,0
1557,29877,0
1557,35999,0
15622,2184,0
15622,1714,0
15622,1684,0
15622,1670,0
15622,1276,0
15622,1266,0
15622,887,0
15622,790,0
15622,788,0
15622,774,0
15622,770,0
15622,768,0
15622,766,0
15622,756,0
15622,742,0
15622,740,0
15622,421,0
15622,407,0
1557,44404,0
1557,42272,0
1557,38958,0
15529,1276,0
15529,1266,0
15529,887,0
14418,15865,0
14418,21638,0
14418,21576,0
14418,20636,0
14418,20522,0
14418,20224,0
14418,19928,0
14418,19924,0
14418,19776,0
14418,19573,0
14418,19571,0
14418,15611,0
14418,23680,0
14418,15212,0
14418,15203,0
14418,15189,0
14418,15151,0
14418,12002,0
14418,11093,0
14418,8183,0
14418,7490,0
14418,5314,0
14418,5011,0
14418,23582,0
14418,23710,0
14689,1714,0
14689,742,0
14689,1670,0
14689,1276,0
14689,1266,0
14689,887,0
14689,790,0
14689,788,0
14689,774,0
14689,768,0
14689,766,0
14689,756,0
14689,740,0
14418,24491,0
14689,421,0
14689,407,0
14418,44404,0
14418,42272,0
14418,38958,0
14418,36004,0
14418,35999,0
14418,29877,0
14418,29775,0
14418,25719,0
14418,5007,0
14418,4753,0
14418,2194,0
1349,19924,0
1349,24491,0
1349,23710,0
1349,23680,0
1349,23582,0
1349,21638,0
1349,21576,0
1349,20636,0
1349,20522,0
1349,20224,0
1349,19928,0
1349,19776,0
14418,2184,0
1349,19573,0
1349,19571,0
1349,15865,0
1349,15611,0
1349,15228,0
1349,15212,0
1349,15203,0
1349,15189,0
1349,15151,0
1349,15141,0
1349,25719,0
1349,29775,0
1349,29877,0
1349,35999,0
14418,1714,0
14418,1684,0
14418,1670,0
14418,1276,0
14418,1266,0
14418,887,0
14418,790,0
14418,788,0
14418,774,0
14418,770,0
14418,768,0
14418,766,0
14418,756,0
14418,742,0
14418,740,0
14418,421,0
14418,407,0
1349,44404,0
1349,42272,0
1349,38958,0
1349,36004,0
14689,1684,0
14689,2184,0
15529,790,0
14964,15203,0
14964,20224,0
14964,19928,0
14964,19924,0
14964,19776,0
14964,19573,0
14964,19571,0
14964,15865,0
14964,15611,0
14964,15228,0
14964,15212,0
14964,15189,0
14964,20636,0
14964,15151,0
14964,15141,0
14964,12002,0
14964,11093,0
14964,8183,0
14964,7490,0
14964,5314,0
14964,5011,0
14964,5007,0
14964,4753,0
14964,20522,0
14964,21576,0
14689,2194,0
14964,44404,0
15529,788,0
15529,774,0
15529,770,0
15529,768,0
15529,766,0
15529,756,0
15529,742,0
15529,740,0
15529,421,0
15529,407,0
14964,42272,0
14964,21638,0
14964,38958,0
14964,36004,0
14964,35999,0
14964,29877,0
14964,29775,0
14964,25719,0
14964,24491,0
14964,23710,0
14964,23680,0
14964,23582,0
14964,2194,0
14964,2184,0
14964,1714,0
14689,15865,0
14689,21638,0
14689,21576,0
14689,20636,0
14689,20522,0
14689,20224,0
14689,19928,0
14689,19924,0
14689,19776,0
14689,19573,0
14689,19571,0
14689,15212,0
14964,1684,0
14689,15203,0
14689,15189,0
14689,15151,0
14689,15141,0
14689,12002,0
14689,11093,0
14689,8183,0
14689,7490,0
14689,5314,0
14689,5007,0
14689,23582,0
14689,23680,0
14689,23710,0
14689,24491,0
14964,1670,0
14964,1276,0
14964,1266,0
14964,887,0
14964,790,0
14964,788,0
14964,774,0
14964,768,0
14964,766,0
14964,756,0
14964,742,0
14964,740,0
14964,421,0
14964,407,0
14689,44404,0
14689,42272,0
14689,38958,0
14689,35999,0
14689,29877,0
14689,29775,0
14689,25719,0
15869,1684,0
15869,1714,0
15869,2184,0
17133,7490,0
17133,15611,0
17133,15228,0
17133,15212,0
17133,15203,0
17133,15189,0
17133,15151,0
17133,15141,0
17133,12002,0
17133,11093,0
17133,8183,0
17133,5314,0
17133,19571,0
17133,5007,0
17133,2194,0
17133,2184,0
17133,1714,0
17133,1684,0
17133,1670,0
17133,1276,0
17133,1266,0
17133,887,0
17133,790,0
17133,15865,0
17133,19573,0
17552,756,0
17133,25719,0
17552,740,0
17552,421,0
17552,407,0
17133,44404,0
17133,42272,0
17133,38958,0
17133,36004,0
17133,35999,0
17133,29877,0
17133,29775,0
17133,24491,0
17133,19776,0
17133,23710,0
17133,23680,0
17133,23582,0
17133,21638,0
17133,21576,0
17133,20636,0
17133,20522,0
17133,20224,0
17133,19928,0
17133,19924,0
17133,788,0
17133,774,0
17133,770,0
1712,15141,0
1712,19776,0
1712,19573,0
1712,19571,0
1712,15865,0
1712,15611,0
1712,15228,0
1712,15212,0
1712,15203,0
1712,15189,0
1712,15151,0
1712,12002,0
17133,768,0
1712,11093,0
1712,8183,0
1712,7490,0
1712,5011,0
1712,5007,0
1712,2194,0
1712,1714,0
1712,1684,0
1712,1670,0
1712,887,0
1712,19924,0
1712,19928,0
1712,20224,0
1712,20522,0
17133,766,0
17133,756,0
17133,742,0
17133,740,0
17133,421,0
17133,407,0
1712,44404,0
1712,42272,0
1712,38958,0
1712,36004,0
1712,35999,0
1712,29877,0
1712,29775,0
1712,25719,0
1712,24491,0
1712,23710,0
1712,23680,0
1712,23582,0
1712,21638,0
1712,21576,0
1712,20636,0
17552,742,0
17552,766,0
1712,788,0
17922,7490,0
17922,15611,0
17922,15228,0
17922,15212,0
17922,15203,0
17922,15189,0
17922,15151,0
17922,15141,0
17922,12002,0
17922,11093,0
17922,8183,0
17922,5314,0
17922,19571,0
17922,5011,0
17922,5007,0
17922,2194,0
17922,2184,0
17922,1714,0
17922,1684,0
17922,1670,0
17922,1276,0
17922,1266,0
17922,887,0
17922,15865,0
17922,19573,0
17552,768,0
17922,25719,0
18268,740,0
18268,421,0
18268,407,0
17922,44404,0
17922,42272,0
17922,38958,0
17922,36004,0
17922,35999,0
17922,29877,0
17922,29775,0
17922,24491,0
17922,19776,0
17922,23710,0
17922,23680,0
17922,23582,0
17922,21638,0
17922,21576,0
17922,20636,0
17922,20522,0
17922,20224,0
17922,19928,0
17922,19924,0
17922,790,0
17922,788,0
17922,774,0
17552,8183,0
17552,19573,0
17552,19571,0
17552,15865,0
17552,15611,0
17552,15203,0
17552,15189,0
17552,15151,0
17552,15141,0
17552,12002,0
17552,11093,0
17552,7490,0
17922,770,0
17552,5007,0
17552,2194,0
17552,1714,0
17552,1684,0
17552,1670,0
17552,1276,0
17552,1266,0
17552,887,0
17552,790,0
17552,774,0
17552,19776,0
17552,19924,0
17552,20224,0
17552,20522,0
17922,768,0
17922,766,0
17922,756,0
17922,742,0
17922,740,0
17922,421,0
17922,407,0
17552,44404,0
17552,42272,0
17552,38958,0
17552,36004,0
17552,35999,0
17552,29877,0
17552,29775,0
17552,25719,0
17552,24491,0
17552,23680,0
17552,23582,0
17552,21638,0
17552,21576,0
17552,20636,0
1712,790,0
1712,774,0
15869,2194,0
16226,15141,0
16226,19924,0
16226,19776,0
16226,19573,0
16226,19571,0
16226,15865,0
16226,15611,0
16226,15228,0
16226,15203,0
16226,15189,0
16226,15151,0
16226,12002,0
16226,20224,0
16226,11093,0
16226,8183,0
16226,7490,0
16226,5011,0
16226,5007,0
16226,2194,0
16226,2184,0
16226,1714,0
16226,1684,0
16226,1670,0
16226,19928,0
16226,20522,0
16267,788,0
16226,38958,0
16267,770,0
16267,768,0
16267,766,0
16267,756,0
16267,742,0
16267,740,0
16267,421,0
16267,407,0
16226,44404,0
16226,42272,0
16226,36004,0
16226,20636,0
16226,35999,0
16226,29877,0
16226,29775,0
16226,25719,0
16226,24491,0
16226,23710,0
16226,23680,0
16226,23582,0
16226,21638,0
16226,21576,0
16226,1276,0
16226,1266,0
16226,887,0
15869,15212,0
15869,20522,0
15869,20224,0
15869,19928,0
15869,19924,0
15869,19776,0
15869,19573,0
15869,19571,0
15869,15865,0
15869,15611,0
15869,15228,0
15869,15203,0
16226,790,0
15869,15189,0
15869,15151,0
15869,15141,0
15869,12002,0
15869,11093,0
15869,8183,0
15869,7490,0
15869,5011,0
15869,5007,0
15869,4753,0
15869,20636,0
15869,21576,0
15869,21638,0
15869,23582,0
16226,788,0
16226,774,0
16226,770,0
16226,768,0
16226,766,0
16226,756,0
16226,742,0
16226,740,0
16226,421,0
16226,407,0
15869,44404,0
15869,42272,0
15869,38958,0
15869,36004,0
15869,35999,0
15869,29877,0
15869,29775,0
15869,25719,0
15869,24491,0
15869,23710,0
15869,23680,0
16267,774,0
16267,790,0
1712,768,0
17096,7490,0
17096,15865,0
17096,15611,0
17096,15212,0
17096,15203,0
17096,15189,0
17096,15151,0
17096,15141,0
17096,12002,0
17096,11093,0
17096,8183,0
17096,5314,0
17096,19573,0
17096,5007,0
17096,2194,0
17096,2184,0
17096,1714,0
17096,1684,0
17096,1670,0
17096,1276,0
17096,1266,0
17096,887,0
17096,790,0
17096,19571,0
17096,19776,0
16267,887,0
17096,29775,0
1712,766,0
1712,742,0
1712,740,0
1712,421,0
1712,407,0
17096,44404,0
17096,42272,0
17096,38958,0
17096,35999,0
17096,29877,0
17096,25719,0
17096,19924,0
17096,24491,0
17096,23710,0
17096,23680,0
17096,23582,0
17096,21638,0
17096,21576,0
17096,20636,0
17096,20522,0
17096,20224,0
17096,19928,0
17096,788,0
17096,774,0
17096,770,0
16267,15141,0
16267,19776,0
16267,19573,0
16267,19571,0
16267,15865,0
16267,15611,0
16267,15228,0
16267,15212,0
16267,15203,0
16267,15189,0
16267,15151,0
16267,12002,0
17096,768,0
16267,11093,0
16267,8183,0
16267,7490,0
16267,5007,0
16267,2194,0
16267,1714,0
16267,1684,0
16267,1670,0
16267,1276,0
16267,1266,0
16267,19924,0
16267,19928,0
16267,20224,0
16267,20522,0
17096,766,0
17096,756,0
17096,742,0
17096,740,0
17096,421,0
17096,407,0
16267,44404,0
16267,42272,0
16267,38958,0
16267,36004,0
16267,35999,0
16267,29877,0
16267,29775,0
16267,25719,0
16267,24491,0
16267,23710,0
16267,23680,0
16267,23582,0
16267,21638,0
16267,21576,0
16267,20636,0
1349,12002,0
1349,8183,0
30564,768,0
12079,19776,0
12079,23710,0
12079,23680,0
12079,23582,0
12079,21638,0
12079,21576,0
12079,20636,0
12079,20522,0
12079,20224,0
12079,19928,0
12079,19924,0
12079,19573,0
12079,25719,0
12079,19571,0
12079,15865,0
12079,15611,0
12079,15228,0
12079,15212,0
12079,15203,0
12079,15189,0
12079,15151,0
12079,15141,0
12079,12002,0
12079,24491,0
12079,29775,0
12079,8183,0
12248,768,0
12248,2194,0
12248,2184,0
12248,1714,0
12248,1684,0
12248,1670,0
12248,1276,0
12248,887,0
12248,790,0
12248,788,0
12248,774,0
12248,766,0
12079,29877,0
12248,756,0
12248,742,0
12248,740,0
12248,421,0
12248,407,0
12079,44404,0
12079,42272,0
12079,38958,0
12079,36004,0
12079,35999,0
12079,11093,0
12079,5314,0
1349,7490,0
12073,19924,0
12073,24491,0
12073,23710,0
12073,23680,0
12073,23582,0
12073,21638,0
12073,21576,0
12073,20636,0
12073,20522,0
12073,20224,0
12073,19928,0
12073,19776,0
12073,35999,0
12073,19573,0
12073,19571,0
12073,15865,0
12073,15611,0
12073,15228,0
12073,15203,0
12073,15189,0
12073,15151,0
12073,15141,0
12073,11093,0
12073,29775,0
12073,38958,0
12079,5011,0
12079,790,0
12079,5007,0
12079,4753,0
12079,2194,0
12079,2184,0
12079,1714,0
12079,1684,0
12079,1670,0
12079,1276,0
12079,1266,0
12079,887,0
12079,788,0
12073,42272,0
12079,774,0
12079,770,0
12079,768,0
12079,766,0
12079,756,0
12079,742,0
12079,740,0
12079,421,0
12079,407,0
12073,44404,0
12248,5007,0
12248,5314,0
12248,8183,0
12258,19928,0
12258,25719,0
12258,24491,0
12258,23710,0
12258,23680,0
12258,23582,0
12258,21638,0
12258,21576,0
12258,20636,0
12258,20522,0
12258,20224,0
12258,19924,0
12258,29877,0
12258,19776,0
12258,19573,0
12258,19571,0
12258,15865,0
12258,15611,0
12258,15228,0
12258,15212,0
12258,15203,0
12258,15189,0
12258,15151,0
12258,29775,0
12258,35999,0
12248,11093,0
12484,774,0
12484,4753,0
12484,2194,0
12484,2184,0
12484,1714,0
12484,1684,0
12484,1670,0
12484,1276,0
12484,1266,0
12484,887,0
12484,790,0
12484,770,0
12258,36004,0
12484,768,0
12484,766,0
12484,756,0
12484,742,0
12484,740,0
12484,421,0
12484,407,0
12258,44404,0
12258,42272,0
12258,38958,0
12258,15141,0
12258,12002,0
12258,11093,0
12248,19776,0
12248,23710,0
12248,23680,0
12248,23582,0
12248,21638,0
12248,21576,0
12248,20636,0
12248,20522,0
12248,20224,0
12248,19928,0
12248,19924,0
12248,19573,0
12258,8183,0
12248,19571,0
12248,15865,0
12248,15611,0
12248,15228,0
12248,15212,0
12248,15203,0
12248,15189,0
12248,15151,0
12248,15141,0
12248,12002,0
12248,24491,0
12248,25719,0
12248,29775,0
12248,29877,0
12258,5007,0
12258,2194,0
12258,1714,0
12258,1684,0
12258,1670,0
12258,1276,0
12258,1266,0
12258,887,0
12258,788,0
12258,774,0
12258,768,0
12258,766,0
12258,756,0
12258,740,0
12258,421,0
12258,407,0
12248,44404,0
12248,42272,0
12248,38958,0
12248,36004,0
12248,35999,0
12073,8183,0
12073,7490,0
12073,5007,0
11297,1276,0
11297,8183,0
11297,7490,0
11297,5314,0
11297,5007,0
11297,4753,0
11297,2194,0
11297,2184,0
11297,1714,0
11297,1684,0
11297,1670,0
11297,1266,0
11297,15141,0
11297,887,0
11297,790,0
11297,788,0
11297,774,0
11297,768,0
11297,766,0
11297,756,0
11297,742,0
11297,740,0
11297,421,0
11297,12002,0
11297,15151,0
11297,42272,0
11297,21576,0
11297,36004,0
11297,35999,0
11297,29877,0
11297,29775,0
11297,25719,0
11297,24491,0
11297,23710,0
11297,23680,0
11297,23582,0
11297,21638,0
11297,20636,0
11297,15203,0
11297,20522,0
11297,20224,0
11297,19928,0
11297,19924,0
11297,19573,0
11297,19571,0
11297,15865,0
11297,15611,0
11297,15228,0
11297,15212,0
11297,407,0
,44404,0
,42272,0
,1684,0
,15141,0
,12002,0
,11093,0
,8183,0
,7490,0
,5011,0
,5007,0
,2194,0
,2184,0
,1714,0
,1670,0
,38958,0
,1276,0
,1266,0
,887,0
,790,0
,774,0
,768,0
,766,0
,756,0
,742,0
,740,0
,15151,0
,15189,0
,15212,0
,15228,0
,36004,0
,35999,0
,29877,0
,29775,0
,25719,0
,24491,0
,23710,0
,23680,0
,23582,0
,21638,0
,21576,0
,20636,0
,20522,0
,20224,0
,19928,0
,19924,0
,19776,0
,19573,0
,19571,0
,15865,0
,15611,0
11297,38958,0
11297,44404,0
12073,2194,0
12067,19776,0
12067,23710,0
12067,23680,0
12067,23582,0
12067,21638,0
12067,21576,0
12067,20636,0
12067,20522,0
12067,20224,0
12067,19928,0
12067,19924,0
12067,19573,0
12067,25719,0
12067,19571,0
12067,15865,0
12067,15611,0
12067,15228,0
12067,15212,0
12067,15203,0
12067,15189,0
12067,15151,0
12067,15141,0
12067,12002,0
12067,24491,0
12067,29775,0
1198,407,0
12073,768,0
12073,2184,0
12073,1714,0
12073,1684,0
12073,1670,0
12073,1276,0
12073,1266,0
12073,887,0
12073,790,0
12073,788,0
12073,774,0
12073,766,0
12067,29877,0
12073,756,0
12073,742,0
12073,740,0
12073,421,0
12073,407,0
12067,44404,0
12067,42272,0
12067,38958,0
12067,36004,0
12067,35999,0
12067,11093,0
12067,8183,0
12067,7490,0
1198,15865,0
1198,23710,0
1198,23680,0
1198,23582,0
1198,21638,0
1198,21576,0
1198,20522,0
1198,20224,0
1198,19776,0
1198,19573,0
1198,19571,0
1198,15203,0
12067,5314,0
1198,15189,0
1198,15151,0
1198,15141,0
1198,12002,0
1198,11093,0
1198,8183,0
1198,1714,0
1198,887,0
1198,790,0
1198,421,0
1198,24491,0
1198,25719,0
1198,29775,0
1198,29877,0
12067,5007,0
12067,2184,0
12067,1714,0
12067,1684,0
12067,1670,0
12067,1276,0
12067,887,0
12067,790,0
12067,788,0
12067,774,0
12067,766,0
12067,756,0
12067,742,0
12067,740,0
12067,421,0
12067,407,0
1198,44404,0
1198,42272,0
1198,38958,0
1198,36004,0
1198,35999,0
12484,5007,0
12484,5011,0
12484,5314,0
12895,20522,0
12895,29877,0
12895,29775,0
12895,25719,0
12895,24491,0
12895,23710,0
12895,23680,0
12895,23582,0
12895,21638,0
12895,21576,0
12895,20636,0
12895,20224,0
12895,36004,0
12895,19928,0
12895,19924,0
12895,19776,0
12895,19573,0
12895,19571,0
12895,15865,0
12895,15611,0
12895,15228,0
12895,15212,0
12895,15203,0
12895,35999,0
12895,38958,0
1334,11093,0
1334,1266,0
1334,7490,0
1334,5314,0
1334,5011,0
1334,5007,0
1334,4753,0
1334,2194,0
1334,2184,0
1334,1714,0
1334,1684,0
1334,1670,0
1334,887,0
12895,42272,0
1334,790,0
1334,788,0
1334,774,0
1334,770,0
1334,768,0
1334,756,0
1334,740,0
1334,421,0
1334,407,0
12895,44404,0
12895,15189,0
12895,15151,0
12895,15141,0
12858,23680,0
12858,44404,0
12858,42272,0
12858,38958,0
12858,36004,0
12858,35999,0
12858,29877,0
12858,29775,0
12858,25719,0
12858,24491,0
12858,23710,0
12858,23582,0
12895,12002,0
12858,21638,0
12858,21576,0
12858,20636,0
12858,20522,0
12858,20224,0
12858,19928,0
12858,19924,0
12858,19776,0
12858,19573,0
12858,19571,0
12895,407,0
12895,421,0
12895,740,0
12895,742,0
12895,11093,0
12895,8183,0
12895,7490,0
12895,5314,0
12895,5011,0
12895,5007,0
12895,4753,0
12895,2194,0
12895,2184,0
12895,1714,0
12895,1684,0
12895,1670,0
12895,1276,0
12895,1266,0
12895,887,0
12895,790,0
12895,774,0
12895,770,0
12895,768,0
12895,766,0
12895,756,0
1334,8183,0
1334,12002,0
12858,15611,0
13429,19776,0
13429,24491,0
13429,23710,0
13429,23680,0
13429,23582,0
13429,21638,0
13429,21576,0
13429,20636,0
13429,20224,0
13429,19928,0
13429,19924,0
13429,15611,0
13429,29877,0
13429,15228,0
13429,15212,0
13429,15189,0
13429,15151,0
13429,15141,0
13429,12002,0
13429,11093,0
13429,8183,0
13429,7490,0
13429,5314,0
13429,25719,0
13429,35999,0
1334,15141,0
1349,774,0
1349,5007,0
1349,2194,0
1349,1714,0
1349,1684,0
1349,1670,0
1349,1276,0
1349,1266,0
1349,887,0
1349,790,0
1349,788,0
1349,770,0
13429,36004,0
1349,768,0
1349,766,0
1349,756,0
1349,742,0
1349,740,0
1349,421,0
1349,407,0
13429,44404,0
13429,42272,0
13429,38958,0
13429,5011,0
13429,5007,0
13429,4753,0
1334,19928,0
1334,25719,0
1334,24491,0
1334,23710,0
1334,23680,0
1334,23582,0
1334,21638,0
1334,21576,0
1334,20636,0
1334,20522,0
1334,20224,0
1334,19924,0
13429,2194,0
1334,19776,0
1334,19573,0
1334,19571,0
1334,15865,0
1334,15611,0
1334,15228,0
1334,15212,0
1334,15203,0
1334,15189,0
1334,15151,0
1334,29775,0
1334,29877,0
1334,35999,0
1334,36004,0
13429,2184,0
13429,1714,0
13429,1684,0
13429,1670,0
13429,1276,0
13429,1266,0
13429,887,0
13429,790,0
13429,788,0
13429,774,0
13429,770,0
13429,768,0
13429,766,0
13429,756,0
13429,742,0
13429,740,0
13429,421,0
13429,407,0
1334,44404,0
1334,42272,0
1334,38958,0
12858,15865,0
12858,15228,0
12484,7490,0
12538,15611,0
12538,21576,0
12538,20636,0
12538,20522,0
12538,20224,0
12538,19928,0
12538,19924,0
12538,19776,0
12538,19573,0
12538,19571,0
12538,15865,0
12538,15228,0
12538,23582,0
12538,15212,0
12538,15203,0
12538,15189,0
12538,15151,0
12538,15141,0
12538,12002,0
12538,11093,0
12538,8183,0
12538,5314,0
12538,5007,0
12538,21638,0
12538,23680,0
1272,11093,0
1272,740,0
1272,2194,0
1272,1714,0
1272,1684,0
1272,1670,0
1272,1266,0
1272,887,0
1272,790,0
1272,768,0
1272,766,0
1272,756,0
1272,421,0
12538,23710,0
1272,407,0
12538,44404,0
12538,42272,0
12538,38958,0
12538,36004,0
12538,35999,0
12538,29877,0
12538,29775,0
12538,25719,0
12538,24491,0
12538,2194,0
12538,2184,0
12538,1714,0
12484,19571,0
12484,23582,0
12484,21638,0
12484,21576,0
12484,20636,0
12484,20522,0
12484,20224,0
12484,19928,0
12484,19924,0
12484,19776,0
12484,19573,0
12484,15865,0
12538,1684,0
12484,15611,0
12484,15228,0
12484,15212,0
12484,15203,0
12484,15189,0
12484,15151,0
12484,15141,0
12484,12002,0
12484,11093,0
12484,8183,0
12484,23680,0
12484,23710,0
12484,24491,0
12484,25719,0
12538,1670,0
12538,1276,0
12538,1266,0
12538,887,0
12538,790,0
12538,788,0
12538,774,0
12538,770,0
12538,768,0
12538,766,0
12538,756,0
12538,740,0
12538,421,0
12538,407,0
12484,44404,0
12484,42272,0
12484,38958,0
12484,36004,0
12484,35999,0
12484,29877,0
12484,29775,0
1272,5007,0
1272,12002,0
12858,15212,0
12796,23710,0
12858,742,0
12858,740,0
12858,421,0
12858,407,0
12796,42272,0
12796,38958,0
12796,35999,0
12796,29775,0
12796,25719,0
12796,24491,0
12796,23680,0
12858,766,0
12796,21638,0
12796,21576,0
12796,20636,0
12796,20522,0
12796,20224,0
12796,19928,0
12796,19924,0
12796,19776,0
12796,19573,0
12796,19571,0
12858,756,0
12858,768,0
1272,15141,0
12858,4753,0
12858,15203,0
12858,15189,0
12858,15151,0
12858,15141,0
12858,12002,0
12858,11093,0
12858,8183,0
12858,7490,0
12858,5011,0
12858,5007,0
12858,2194,0
12858,770,0
12858,2184,0
12858,1714,0
12858,1684,0
12858,1670,0
12858,1276,0
12858,1266,0
12858,887,0
12858,790,0
12858,788,0
12858,774,0
12796,15865,0
12796,15611,0
12796,15228,0
1272,20636,0
12796,407,0
1272,42272,0
1272,38958,0
1272,35999,0
1272,29775,0
1272,24491,0
1272,23710,0
1272,23680,0
1272,23582,0
1272,21638,0
1272,20522,0
12796,15203,0
1272,20224,0
1272,19928,0
1272,19924,0
1272,19776,0
1272,19573,0
1272,19571,0
1272,15865,0
1272,15611,0
1272,15203,0
1272,15189,0
12796,421,0
12796,740,0
12796,756,0
12796,766,0
12796,15189,0
12796,15151,0
12796,15141,0
12796,12002,0
12796,11093,0
12796,8183,0
12796,5314,0
12796,5007,0
12796,2194,0
12796,2184,0
12796,1714,0
12796,1684,0
12796,1670,0
12796,1276,0
12796,1266,0
12796,887,0
12796,790,0
12796,788,0
12796,774,0
12796,770,0
12796,768,0
18268,742,0
18268,756,0
18268,766,0
24268,25719,0
2453,756,0
2453,742,0
2453,740,0
2453,421,0
2453,407,0
24268,42272,0
24268,38958,0
24268,35999,0
24268,29877,0
24268,29775,0
24268,24491,0
2453,768,0
24268,23710,0
24268,23680,0
24268,23582,0
24268,21638,0
24268,21576,0
24268,20636,0
24268,20522,0
24268,20224,0
24268,19928,0
24268,19924,0
2453,766,0
2453,774,0
24268,19573,0
2453,15141,0
2453,19776,0
2453,19573,0
2453,19571,0
2453,15865,0
2453,15611,0
2453,15228,0
2453,15212,0
2453,15203,0
2453,15189,0
2453,15151,0
2453,12002,0
2453,790,0
2453,11093,0
2453,8183,0
2453,5007,0
2453,2194,0
2453,1714,0
2453,1684,0
2453,1670,0
2453,1276,0
2453,1266,0
2453,887,0
24268,19776,0
24268,19571,0
18268,768,0
24020,29877,0
24268,756,0
24268,742,0
24268,740,0
24268,421,0
24268,407,0
24020,44404,0
24020,42272,0
24020,38958,0
24020,36004,0
24020,35999,0
24020,29775,0
24268,768,0
24020,25719,0
24020,24491,0
24020,23710,0
24020,23680,0
24020,23582,0
24020,21638,0
24020,21576,0
24020,20636,0
24020,20522,0
24020,20224,0
24268,766,0
24268,770,0
24268,15865,0
24268,5007,0
24268,15611,0
24268,15228,0
24268,15203,0
24268,15189,0
24268,15151,0
24268,15141,0
24268,12002,0
24268,11093,0
24268,8183,0
24268,7490,0
24268,4753,0
24268,774,0
24268,2194,0
24268,2184,0
24268,1714,0
24268,1684,0
24268,1670,0
24268,1276,0
24268,1266,0
24268,887,0
24268,790,0
24268,788,0
2453,19924,0
2453,19928,0
2453,20224,0
25328,25719,0
26126,740,0
26126,421,0
26126,407,0
25328,44404,0
25328,42272,0
25328,38958,0
25328,36004,0
25328,35999,0
25328,29877,0
25328,29775,0
25328,24491,0
26126,756,0
25328,23710,0
25328,23680,0
25328,23582,0
25328,21638,0
25328,21576,0
25328,20636,0
25328,20522,0
25328,20224,0
25328,19928,0
25328,19924,0
26126,742,0
26126,766,0
2453,20522,0
26126,4753,0
26126,15189,0
26126,15151,0
26126,15141,0
26126,12002,0
26126,11093,0
26126,8183,0
26126,7490,0
26126,5314,0
26126,5011,0
26126,5007,0
26126,2194,0
26126,768,0
26126,1714,0
