agency,post_id_manuf,num_bids
33100,19573,0
33100,19571,0
33100,15865,0
33100,15228,0
33100,5011,0
33100,15212,0
33100,15203,0
33100,15189,0
33100,15151,0
33100,15141,0
33100,12002,0
33100,11093,0
33100,8183,0
33100,7490,0
33100,5314,0
32674,29877,0
32674,29775,0
32674,25719,0
32674,887,0
32674,5011,0
32674,5007,0
32674,4753,0
32674,2194,0
32674,2184,0
32674,1714,0
32674,1684,0
32674,1670,0
32674,1276,0
32674,1266,0
32674,790,0
32674,24491,0
32674,788,0
32674,774,0
32674,770,0
32674,768,0
32674,766,0
32674,756,0
32674,742,0
32674,740,0
32674,421,0
32674,407,0
32674,5314,0
32674,7490,0
32674,8183,0
32674,11093,0
32674,23710,0
32674,23680,0
32674,23582,0
32674,21638,0
32674,21576,0
32674,20636,0
32674,20522,0
32674,20224,0
32674,19928,0
32674,19924,0
32674,19776,0
32674,19573,0
32674,19571,0
32674,15865,0
32674,15611,0
32674,15228,0
32674,15203,0
32674,15189,0
32674,15151,0
32674,15141,0
32674,12002,0
33100,23582,0
33100,23710,0
33646,20522,0
33646,740,0
33646,1266,0
33646,887,0
33646,790,0
33646,788,0
33646,774,0
33646,770,0
33646,768,0
33646,766,0
33646,756,0
33646,742,0
33646,421,0
33646,1670,0
33646,407,0
33609,44404,0
33609,42272,0
33609,38958,0
33609,36004,0
33609,35999,0
33609,29877,0
33609,29775,0
33609,25719,0
33609,24491,0
33646,1276,0
33646,1684,0
33100,24491,0
33646,15151,0
33646,19928,0
33646,19924,0
33646,19776,0
33646,19573,0
33646,19571,0
33646,15865,0
33646,15611,0
33646,15228,0
33646,15203,0
33646,15189,0
33646,15141,0
33646,1714,0
33646,12002,0
33646,11093,0
33646,8183,0
33646,7490,0
33646,5314,0
33646,5011,0
33646,5007,0
33646,4753,0
33646,2194,0
33646,2184,0
33609,23710,0
33609,23680,0
33609,23582,0
33609,742,0
33609,1684,0
33609,1670,0
33609,1276,0
33609,887,0
33609,790,0
33609,788,0
33609,774,0
33609,768,0
33609,766,0
33609,756,0
33609,740,0
33609,21638,0
33609,421,0
33609,407,0
33100,44404,0
33100,42272,0
33100,38958,0
33100,36004,0
33100,35999,0
33100,29877,0
33100,29775,0
33100,25719,0
33609,1714,0
33609,2184,0
33609,2194,0
33609,4753,0
33609,21576,0
33609,20636,0
33609,20522,0
33609,20224,0
33609,19924,0
33609,19776,0
33609,19573,0
33609,19571,0
33609,15865,0
33609,15611,0
33609,15228,0
33609,15203,0
33609,15189,0
33609,15151,0
33609,15141,0
33609,12002,0
33609,11093,0
33609,8183,0
33609,7490,0
33609,5011,0
33609,5007,0
34124,1714,0
41065,15611,0
40190,44404,0
51326,1714,0
51326,15141,0
51326,12002,0
51326,11093,0
51326,8183,0
51326,7490,0
51326,5011,0
51326,5007,0
51326,4753,0
51326,2194,0
51326,2184,0
51326,1684,0
51326,15189,0
51326,1670,0
51326,1276,0
51326,1266,0
51326,887,0
51326,790,0
51326,788,0
51326,774,0
51326,770,0
51326,768,0
51326,766,0
51326,15151,0
51326,15203,0
48816,766,0
51326,21576,0
51326,38958,0
51326,35999,0
51326,29877,0
51326,29775,0
51326,25719,0
51326,24491,0
51326,23710,0
51326,23680,0
51326,23582,0
51326,21638,0
51326,20636,0
51326,15212,0
51326,20522,0
51326,20224,0
51326,19928,0
51326,19924,0
51326,19776,0
51326,19573,0
51326,19571,0
51326,15865,0
51326,15611,0
51326,15228,0
51326,756,0
51326,742,0
51326,740,0
48816,4753,0
48816,15203,0
48816,15189,0
48816,15151,0
48816,15141,0
48816,12002,0
48816,11093,0
48816,8183,0
48816,7490,0
48816,5011,0
48816,5007,0
48816,2194,0
51326,421,0
48816,2184,0
48816,1684,0
48816,1670,0
48816,1276,0
48816,1266,0
48816,887,0
48816,790,0
48816,788,0
48816,774,0
48816,770,0
48816,15212,0
48816,15228,0
48816,15611,0
48816,15865,0
51326,407,0
48816,42272,0
48816,38958,0
48816,35999,0
48816,29877,0
48816,29775,0
48816,25719,0
48816,24491,0
48816,23710,0
48816,23680,0
48816,23582,0
48816,21638,0
48816,21576,0
48816,20636,0
48816,20522,0
48816,20224,0
48816,19928,0
48816,19924,0
48816,19776,0
48816,19573,0
48816,19571,0
51326,42272,0
51326,44404,0
5323,407,0
5477,8183,0
5477,15865,0
5477,15611,0
5477,15228,0
5477,15212,0
5477,15203,0
5477,15189,0
5477,15151,0
5477,15141,0
5477,12002,0
5477,11093,0
5477,7490,0
5477,421,0
5477,5007,0
5477,2194,0
5477,1714,0
5477,1670,0
5477,1276,0
5477,887,0
5477,790,0
5477,768,0
5477,766,0
5477,742,0
5477,19571,0
5477,19573,0
5477,19776,0
5477,19924,0
6467,740,0
6467,421,0
6467,407,0
5477,44404,0
5477,42272,0
5477,38958,0
5477,36004,0
5477,35999,0
5477,29877,0
5477,29775,0
5477,25719,0
5477,24491,0
5477,23710,0
5477,23680,0
5477,23582,0
5477,21638,0
5477,21576,0
5477,20636,0
5477,20522,0
5477,20224,0
5477,19928,0
5477,740,0
5477,407,0
5323,421,0
5323,1714,0
5323,15203,0
5323,15189,0
5323,15151,0
5323,15141,0
5323,12002,0
5323,11093,0
5323,8183,0
5323,7490,0
5323,5007,0
5323,2194,0
5323,1684,0
5323,44404,0
5323,1670,0
5323,1276,0
5323,1266,0
5323,887,0
5323,790,0
5323,774,0
5323,768,0
5323,766,0
5323,742,0
5323,740,0
5323,15212,0
5323,15228,0
5323,15611,0
5323,15865,0
5323,42272,0
5323,38958,0
5323,36004,0
5323,35999,0
5323,29877,0
5323,29775,0
5323,25719,0
5323,24491,0
5323,23710,0
5323,23680,0
5323,23582,0
5323,21638,0
5323,21576,0
5323,20636,0
5323,20522,0
5323,20224,0
5323,19928,0
5323,19924,0
5323,19776,0
5323,19573,0
5323,19571,0
48816,768,0
48816,756,0
40592,407,0
47846,15212,0
47846,20522,0
47846,20224,0
47846,19928,0
47846,19924,0
47846,19776,0
47846,19573,0
47846,19571,0
47846,15865,0
47846,15611,0
47846,15228,0
47846,15203,0
47846,21576,0
47846,15189,0
47846,15151,0
47846,15141,0
47846,12002,0
47846,11093,0
47846,8183,0
47846,7490,0
47846,5011,0
47846,5007,0
47846,4753,0
47846,20636,0
47846,21638,0
48816,742,0
4820,407,0
4820,790,0
4820,788,0
4820,774,0
4820,770,0
4820,768,0
4820,766,0
4820,756,0
4820,742,0
4820,740,0
4820,421,0
47846,44404,0
47846,23582,0
47846,42272,0
47846,38958,0
47846,36004,0
47846,35999,0
47846,29877,0
47846,29775,0
47846,25719,0
47846,24491,0
47846,23710,0
47846,23680,0
47846,2194,0
47846,2184,0
47846,1714,0
47364,19573,0
47364,23680,0
47364,23582,0
47364,21638,0
47364,21576,0
47364,20636,0
47364,20522,0
47364,20224,0
47364,19928,0
47364,19924,0
47364,19776,0
47364,19571,0
47846,1684,0
47364,15865,0
47364,15611,0
47364,15228,0
47364,15212,0
47364,15203,0
47364,15189,0
47364,15151,0
47364,15141,0
47364,12002,0
47364,11093,0
47364,23710,0
47364,24491,0
47364,25719,0
47364,29775,0
47846,1670,0
47846,1276,0
47846,1266,0
47846,887,0
47846,790,0
47846,788,0
47846,774,0
47846,770,0
47846,768,0
47846,766,0
47846,756,0
47846,742,0
47846,740,0
47846,421,0
47846,407,0
47364,44404,0
47364,42272,0
47364,38958,0
47364,36004,0
47364,35999,0
47364,29877,0
4820,887,0
4820,1266,0
4820,1276,0
48410,5011,0
48410,15228,0
48410,15212,0
48410,15203,0
48410,15189,0
48410,15151,0
48410,15141,0
48410,12002,0
48410,11093,0
48410,8183,0
48410,7490,0
48410,5007,0
48410,774,0
48410,4753,0
48410,2194,0
48410,2184,0
48410,1714,0
48410,1684,0
48410,1670,0
48410,1276,0
48410,1266,0
48410,887,0
48410,790,0
48410,15611,0
48410,15865,0
48410,19571,0
48410,19573,0
48816,740,0
48816,421,0
48816,407,0
48410,42272,0
48410,38958,0
48410,35999,0
48410,29877,0
48410,29775,0
48410,25719,0
48410,24491,0
48410,23710,0
48410,23680,0
48410,23582,0
48410,21638,0
48410,21576,0
48410,20636,0
48410,20522,0
48410,20224,0
48410,19928,0
48410,19924,0
48410,19776,0
48410,788,0
48410,770,0
4820,1670,0
4820,15141,0
4820,19776,0
4820,19573,0
4820,19571,0
4820,15865,0
4820,15611,0
4820,15228,0
4820,15212,0
4820,15203,0
4820,15189,0
4820,15151,0
4820,12002,0
48410,768,0
4820,11093,0
4820,8183,0
4820,7490,0
4820,5314,0
4820,5011,0
4820,5007,0
4820,4753,0
4820,2194,0
4820,1714,0
4820,1684,0
4820,19924,0
4820,19928,0
4820,20224,0
4820,20522,0
48410,766,0
48410,756,0
48410,742,0
48410,740,0
48410,421,0
48410,407,0
4820,44404,0
4820,42272,0
4820,38958,0
4820,36004,0
4820,35999,0
4820,29877,0
4820,29775,0
4820,25719,0
4820,24491,0
4820,23710,0
4820,23680,0
4820,23582,0
4820,21638,0
4820,21576,0
4820,20636,0
6467,742,0
6467,756,0
6467,766,0
8884,5007,0
8884,15212,0
8884,15203,0
8884,15189,0
8884,15151,0
8884,15141,0
8884,12002,0
8884,11093,0
8884,8183,0
8884,5314,0
8884,5011,0
8884,4753,0
8884,15611,0
8884,2184,0
8884,1714,0
8884,1684,0
8884,1670,0
8884,1276,0
8884,1266,0
8884,887,0
8884,790,0
8884,788,0
8884,774,0
8884,15228,0
8884,15865,0
6467,768,0
8884,23710,0
9174,407,0
8884,44404,0
8884,42272,0
8884,38958,0
8884,36004,0
8884,35999,0
8884,29877,0
8884,29775,0
8884,25719,0
8884,24491,0
8884,23680,0
8884,19571,0
8884,23582,0
8884,21638,0
8884,21576,0
8884,20636,0
8884,20522,0
8884,20224,0
8884,19928,0
8884,19924,0
8884,19776,0
8884,19573,0
8884,770,0
8884,768,0
8884,766,0
8623,11093,0
8623,19571,0
8623,15865,0
8623,15611,0
8623,15228,0
8623,15212,0
8623,15203,0
8623,15189,0
8623,15151,0
8623,15141,0
8623,12002,0
8623,8183,0
8884,756,0
8623,5314,0
8623,5007,0
8623,2194,0
8623,1714,0
8623,1684,0
8623,1670,0
8623,1276,0
8623,1266,0
8623,887,0
8623,790,0
8623,19573,0
8623,19776,0
8623,19924,0
8623,19928,0
8884,742,0
8884,740,0
8884,421,0
8884,407,0
8623,44404,0
8623,42272,0
8623,38958,0
8623,36004,0
8623,35999,0
8623,29877,0
8623,29775,0
8623,25719,0
8623,24491,0
8623,23710,0
8623,23680,0
8623,23582,0
8623,21638,0
8623,21576,0
8623,20636,0
8623,20522,0
8623,20224,0
9174,421,0
9174,740,0
9174,742,0
9271,4753,0
9271,15203,0
9271,15189,0
9271,15151,0
9271,15141,0
9271,12002,0
9271,11093,0
9271,8183,0
9271,7490,0
9271,5314,0
9271,5007,0
9271,2194,0
9271,766,0
9271,1714,0
9271,1684,0
9271,1670,0
9271,1276,0
9271,1266,0
9271,887,0
9271,790,0
9271,788,0
9271,774,0
9271,770,0
9271,15212,0
9271,15228,0
9271,15611,0
9271,15865,0
9271,42272,0
9271,38958,0
9271,36004,0
9271,35999,0
9271,29877,0
9271,29775,0
9271,25719,0
9271,24491,0
9271,23710,0
9271,23680,0
9271,23582,0
9271,21638,0
9271,21576,0
9271,20636,0
9271,20522,0
9271,20224,0
9271,19928,0
9271,19924,0
9271,19776,0
9271,19573,0
9271,19571,0
9271,768,0
9271,756,0
9174,756,0
9174,8183,0
9174,15865,0
9174,15611,0
9174,15228,0
9174,15212,0
9174,15203,0
9174,15189,0
9174,15151,0
9174,15141,0
9174,12002,0
9174,11093,0
9174,7490,0
9271,742,0
9174,5007,0
9174,2194,0
9174,1714,0
9174,1684,0
9174,1670,0
9174,1276,0
9174,887,0
9174,790,0
9174,768,0
9174,766,0
9174,19571,0
9174,19573,0
9174,19776,0
9174,19924,0
9271,740,0
9271,421,0
9271,407,0
9174,44404,0
9174,42272,0
9174,38958,0
9174,36004,0
9174,35999,0
9174,29877,0
9174,29775,0
9174,25719,0
9174,24491,0
9174,23710,0
9174,23680,0
9174,23582,0
9174,21638,0
9174,21576,0
9174,20636,0
9174,20522,0
9174,20224,0
9174,19928,0
8623,788,0
8623,774,0
8623,768,0
7538,1684,0
7538,12002,0
7538,11093,0
7538,8183,0
7538,7490,0
7538,5314,0
7538,5011,0
7538,5007,0
7538,4753,0
7538,2194,0
7538,1714,0
7538,1670,0
7538,421,0
7538,1276,0
7538,1266,0
7538,887,0
7538,790,0
7538,788,0
7538,774,0
7538,768,0
7538,766,0
7538,756,0
7538,742,0
7538,15141,0
7538,15151,0
7538,15189,0
7538,15203,0
7538,29877,0
7538,29775,0
7538,25719,0
7538,24491,0
7538,23710,0
7538,23680,0
7538,23582,0
7538,21638,0
7538,21576,0
7538,20636,0
7538,20522,0
7538,20224,0
7538,19928,0
7538,19924,0
7538,19776,0
7538,19573,0
7538,19571,0
7538,15865,0
7538,15611,0
7538,15228,0
7538,15212,0
7538,740,0
7538,407,0
7538,36004,0
6467,2194,0
6467,15203,0
6467,15189,0
6467,15151,0
6467,15141,0
6467,12002,0
6467,11093,0
6467,8183,0
6467,7490,0
6467,5011,0
6467,5007,0
6467,2184,0
6467,44404,0
6467,1714,0
6467,1684,0
6467,1670,0
6467,1276,0
6467,1266,0
6467,887,0
6467,790,0
6467,788,0
6467,774,0
6467,770,0
6467,15212,0
6467,15228,0
6467,15611,0
6467,15865,0
6467,42272,0
6467,38958,0
6467,36004,0
6467,35999,0
6467,29877,0
6467,29775,0
6467,25719,0
6467,24491,0
6467,23710,0
6467,23680,0
6467,23582,0
6467,21638,0
6467,21576,0
6467,20636,0
6467,20522,0
6467,20224,0
6467,19928,0
6467,19924,0
6467,19776,0
6467,19573,0
6467,19571,0
7538,35999,0
7538,38958,0
8623,766,0
8448,766,0
8448,12002,0
8448,11093,0
8448,8183,0
8448,2194,0
8448,1684,0
8448,1670,0
8448,1276,0
8448,1266,0
8448,887,0
8448,768,0
8448,756,0
7989,25719,0
8448,742,0
8448,740,0
8448,421,0
8448,407,0
7989,44404,0
7989,42272,0
7989,38958,0
7989,36004,0
7989,35999,0
7989,29877,0
8448,15151,0
8448,15189,0
8448,15203,0
8448,15865,0
8623,756,0
8623,742,0
8623,740,0
8623,421,0
8623,407,0
8448,42272,0
8448,38958,0
8448,35999,0
8448,29877,0
8448,29775,0
8448,25719,0
8448,23680,0
8448,23582,0
8448,21638,0
8448,21576,0
8448,20636,0
8448,20522,0
8448,19924,0
8448,19776,0
8448,19573,0
8448,19571,0
7989,29775,0
7989,24491,0
7538,42272,0
7989,790,0
7989,5007,0
7989,4753,0
7989,2194,0
7989,2184,0
7989,1714,0
7989,1684,0
7989,1670,0
7989,1276,0
7989,1266,0
7989,887,0
7989,788,0
7989,23710,0
7989,774,0
7989,770,0
7989,768,0
7989,766,0
7989,756,0
7989,742,0
7989,740,0
7989,421,0
7989,407,0
7538,44404,0
7989,5011,0
7989,5314,0
7989,8183,0
7989,11093,0
7989,23680,0
7989,23582,0
7989,21638,0
7989,21576,0
7989,20636,0
7989,20522,0
7989,20224,0
7989,19928,0
7989,19924,0
7989,19776,0
7989,19573,0
7989,19571,0
7989,15865,0
7989,15611,0
7989,15228,0
7989,15212,0
7989,15203,0
7989,15189,0
7989,15151,0
7989,15141,0
7989,12002,0
47364,8183,0
47364,7490,0
47364,5314,0
41718,42272,0
41863,774,0
41863,770,0
41863,768,0
41863,766,0
41863,756,0
41863,742,0
41863,740,0
41863,421,0
41863,407,0
41718,44404,0
41718,38958,0
41863,887,0
41718,35999,0
41718,29877,0
41718,29775,0
41718,25719,0
41718,24491,0
41718,23710,0
41718,23680,0
41718,23582,0
41718,21638,0
41718,21576,0
41863,790,0
41863,1266,0
4301,15611,0
41863,12002,0
41863,19573,0
41863,19571,0
41863,15865,0
41863,15611,0
41863,15228,0
41863,15212,0
41863,15203,0
41863,15189,0
41863,15151,0
41863,15141,0
41863,11093,0
41863,1276,0
41863,8183,0
41863,7490,0
41863,5314,0
41863,5011,0
41863,5007,0
41863,4753,0
41863,2194,0
41863,1714,0
41863,1684,0
41863,1670,0
41718,20636,0
41718,20522,0
41718,20224,0
41718,407,0
41718,790,0
41718,788,0
41718,774,0
41718,770,0
41718,768,0
41718,766,0
41718,756,0
41718,742,0
41718,740,0
41718,421,0
4121,44404,0
41718,19928,0
4121,42272,0
4121,38958,0
4121,36004,0
4121,35999,0
4121,29877,0
4121,29775,0
4121,25719,0
4121,24491,0
4121,23710,0
4121,23680,0
41718,887,0
41718,1266,0
41718,1276,0
41718,1670,0
41718,19924,0
41718,19776,0
41718,19573,0
41718,19571,0
41718,15865,0
41718,15611,0
41718,15228,0
41718,15203,0
41718,15189,0
41718,15151,0
41718,15141,0
41718,12002,0
41718,11093,0
41718,8183,0
41718,7490,0
41718,5314,0
41718,5011,0
41718,5007,0
41718,2194,0
41718,1714,0
41718,1684,0
41863,19776,0
41863,19924,0
41863,19928,0
42887,25719,0
4301,766,0
4301,756,0
4301,742,0
4301,740,0
42887,44404,0
42887,42272,0
42887,38958,0
42887,35999,0
42887,29877,0
42887,29775,0
42887,24491,0
42887,19573,0
42887,23710,0
42887,23680,0
42887,23582,0
42887,21638,0
42887,21576,0
42887,20636,0
42887,20522,0
42887,20224,0
42887,19928,0
42887,19924,0
4301,768,0
4301,770,0
4301,774,0
4301,788,0
4301,15212,0
4301,15203,0
4301,15189,0
4301,15151,0
4301,15141,0
4301,12002,0
4301,11093,0
4301,8183,0
4301,7490,0
4301,5314,0
4301,5011,0
4301,5007,0
4301,4753,0
4301,2194,0
4301,2184,0
4301,1714,0
4301,1684,0
4301,1670,0
4301,1276,0
4301,887,0
4301,790,0
42887,19776,0
42887,19571,0
41863,20224,0
41863,35999,0
42887,768,0
42887,766,0
42887,756,0
42887,742,0
42887,740,0
42887,421,0
42887,407,0
41863,44404,0
41863,42272,0
41863,38958,0
41863,29877,0
42887,15865,0
41863,29775,0
41863,25719,0
41863,24491,0
41863,23710,0
41863,23680,0
41863,23582,0
41863,21638,0
41863,21576,0
41863,20636,0
41863,20522,0
42887,770,0
42887,774,0
42887,788,0
42887,790,0
42887,15611,0
42887,15228,0
42887,15203,0
42887,15189,0
42887,15151,0
42887,15141,0
42887,12002,0
42887,11093,0
42887,8183,0
42887,7490,0
42887,5011,0
42887,5007,0
42887,4753,0
42887,2194,0
42887,2184,0
42887,1714,0
42887,1684,0
42887,1670,0
42887,1276,0
42887,1266,0
42887,887,0
4121,23582,0
4121,21638,0
4121,21576,0
40959,887,0
40959,5011,0
40959,5007,0
40959,4753,0
40959,2194,0
40959,2184,0
40959,1714,0
40959,1684,0
40959,1670,0
40959,1276,0
40959,1266,0
40959,790,0
40592,38958,0
40959,774,0
40959,770,0
40959,768,0
40959,766,0
40959,756,0
40959,742,0
40959,740,0
40959,421,0
40959,407,0
40592,44404,0
40959,5314,0
40959,7490,0
40959,8183,0
40959,11093,0
40959,23710,0
40959,23680,0
40959,23582,0
40959,21638,0
40959,21576,0
40959,20636,0
40959,20522,0
40959,20224,0
40959,19928,0
40959,19924,0
40959,19776,0
40959,19573,0
40959,19571,0
40959,15865,0
40959,15611,0
40959,15228,0
40959,15203,0
40959,15189,0
40959,15151,0
40959,15141,0
40959,12002,0
40592,42272,0
40592,36004,0
40959,25719,0
40592,1266,0
40592,7490,0
40592,5011,0
40592,5007,0
40592,4753,0
40592,2194,0
40592,2184,0
40592,1714,0
40592,1684,0
40592,1670,0
40592,1276,0
40592,887,0
40592,35999,0
40592,790,0
40592,788,0
40592,774,0
40592,770,0
40592,768,0
40592,766,0
40592,756,0
40592,742,0
40592,740,0
40592,421,0
40592,8183,0
40592,11093,0
40592,12002,0
40592,15141,0
40592,29775,0
40592,25719,0
40592,24491,0
40592,23710,0
40592,23680,0
40592,21638,0
40592,21576,0
40592,20636,0
40592,20522,0
40592,20224,0
40592,19928,0
40592,19924,0
40592,19776,0
40592,19573,0
40592,19571,0
40592,15865,0
40592,15611,0
40592,15228,0
40592,15203,0
40592,15189,0
40592,15151,0
40959,24491,0
40959,29775,0
4121,20636,0
4121,756,0
4121,1684,0
4121,1670,0
4121,1276,0
4121,1266,0
4121,887,0
4121,790,0
4121,788,0
4121,774,0
4121,768,0
4121,766,0
4121,742,0
41065,23710,0
4121,740,0
4121,407,0
41065,44404,0
41065,42272,0
41065,38958,0
41065,36004,0
41065,35999,0
41065,29877,0
41065,29775,0
41065,25719,0
4121,1714,0
4121,2194,0
4121,4753,0
4121,5007,0
4121,20522,0
4121,20224,0
4121,19928,0
4121,19924,0
4121,19776,0
4121,19573,0
4121,19571,0
4121,15865,0
4121,15611,0
4121,15228,0
4121,15212,0
4121,15203,0
4121,15189,0
4121,15151,0
4121,15141,0
4121,12002,0
4121,11093,0
4121,8183,0
4121,7490,0
4121,5314,0
4121,5011,0
41065,24491,0
41065,23680,0
40959,29877,0
41065,768,0
41065,2184,0
41065,1714,0
41065,1684,0
41065,1670,0
41065,1276,0
41065,1266,0
41065,887,0
41065,790,0
41065,788,0
41065,774,0
41065,766,0
41065,23582,0
41065,756,0
41065,742,0
41065,740,0
41065,421,0
41065,407,0
40959,44404,0
40959,42272,0
40959,38958,0
40959,36004,0
40959,35999,0
41065,2194,0
41065,4753,0
41065,5007,0
41065,5011,0
41065,21638,0
41065,21576,0
41065,20636,0
41065,20522,0
41065,20224,0
41065,19928,0
41065,19924,0
41065,19776,0
41065,19573,0
41065,19571,0
41065,15865,0
30564,774,0
41065,15228,0
41065,15203,0
41065,15189,0
41065,15151,0
41065,15141,0
41065,12002,0
41065,11093,0
41065,8183,0
41065,7490,0
4301,15228,0
4301,15865,0
47364,5011,0
4495,21576,0
4495,36004,0
4495,35999,0
4495,29877,0
4495,29775,0
4495,25719,0
4495,24491,0
4495,23710,0
4495,23680,0
4495,23582,0
4495,21638,0
4495,20636,0
4495,42272,0
4495,19776,0
4495,19573,0
4495,19571,0
4495,15865,0
4495,15611,0
4495,15203,0
4495,15151,0
4495,15141,0
4495,11093,0
4495,8183,0
4495,38958,0
4495,44404,0
4301,19571,0
45910,1266,0
45910,5314,0
45910,5011,0
45910,5007,0
45910,4753,0
45910,2194,0
45910,2184,0
45910,1714,0
45910,1684,0
45910,1670,0
45910,1276,0
45910,887,0
45910,407,0
45910,790,0
45910,788,0
45910,774,0
45910,770,0
45910,768,0
45910,766,0
45910,756,0
45910,742,0
45910,740,0
45910,421,0
4495,5011,0
4495,5007,0
4495,2194,0
44750,15228,0
44750,20636,0
44750,20522,0
44750,20224,0
44750,19928,0
44750,19924,0
44750,19776,0
44750,19573,0
44750,19571,0
44750,15865,0
44750,15611,0
44750,15212,0
4495,1714,0
44750,15203,0
44750,15189,0
44750,15151,0
44750,15141,0
44750,12002,0
44750,11093,0
44750,8183,0
44750,7490,0
44750,5314,0
44750,5011,0
44750,21576,0
44750,21638,0
44750,23582,0
44750,23680,0
4495,1684,0
4495,1670,0
4495,1276,0
4495,1266,0
4495,790,0
4495,774,0
4495,770,0
4495,768,0
4495,766,0
4495,756,0
4495,742,0
4495,740,0
4495,421,0
44750,42272,0
44750,38958,0
44750,35999,0
44750,29877,0
44750,29775,0
44750,25719,0
44750,24491,0
44750,23710,0
45910,7490,0
45910,8183,0
45910,11093,0
4695,20522,0
4695,29877,0
4695,29775,0
4695,25719,0
4695,24491,0
4695,23710,0
4695,23680,0
4695,23582,0
4695,21638,0
4695,21576,0
4695,20636,0
4695,20224,0
4695,15151,0
4695,19928,0
4695,19924,0
4695,19776,0
4695,19573,0
4695,19571,0
4695,15865,0
4695,15611,0
4695,15228,0
4695,15212,0
4695,15203,0
4695,35999,0
4695,36004,0
4695,38958,0
4695,42272,0
47364,5007,0
47364,4753,0
47364,2194,0
47364,2184,0
47364,1714,0
47364,1684,0
47364,1670,0
47364,1276,0
47364,1266,0
47364,887,0
47364,790,0
47364,774,0
47364,770,0
47364,768,0
47364,766,0
47364,756,0
47364,742,0
47364,740,0
47364,421,0
47364,407,0
4695,44404,0
4695,15189,0
4695,15141,0
45910,12002,0
45910,19924,0
45910,24491,0
45910,23710,0
45910,23680,0
45910,23582,0
45910,21638,0
45910,21576,0
45910,20636,0
45910,20522,0
45910,20224,0
45910,19928,0
45910,19776,0
4695,12002,0
45910,19573,0
45910,19571,0
45910,15865,0
45910,15611,0
45910,15228,0
45910,15212,0
45910,15203,0
45910,15189,0
45910,15151,0
45910,15141,0
45910,25719,0
45910,29775,0
45910,29877,0
45910,35999,0
4695,8183,0
4695,7490,0
4695,5314,0
4695,5007,0
4695,2184,0
4695,1714,0
4695,1684,0
4695,1670,0
4695,1276,0
4695,887,0
4695,790,0
4695,774,0
4695,768,0
4695,766,0
4695,756,0
4695,742,0
4695,740,0
4695,421,0
4695,407,0
45910,42272,0
45910,38958,0
44750,5007,0
44750,4753,0
44750,2194,0
43175,21576,0
43175,38958,0
43175,35999,0
43175,29877,0
43175,29775,0
43175,25719,0
43175,24491,0
43175,23710,0
43175,23680,0
43175,23582,0
43175,21638,0
43175,20636,0
43175,15189,0
43175,20522,0
43175,20224,0
43175,19928,0
43175,19924,0
43175,19776,0
43175,19573,0
43175,19571,0
43175,15865,0
43175,15611,0
43175,15228,0
43175,42272,0
43175,44404,0
43600,407,0
43600,421,0
43600,5314,0
43600,5011,0
43600,5007,0
43600,4753,0
43600,2194,0
43600,2184,0
43600,1714,0
43600,1684,0
43600,1670,0
43600,1276,0
43600,1266,0
43600,887,0
43600,790,0
43600,788,0
43600,774,0
43600,770,0
43600,768,0
43600,766,0
43600,756,0
43600,742,0
43600,740,0
43175,15203,0
43175,15151,0
43600,8183,0
4301,23710,0
43175,407,0
4301,44404,0
4301,42272,0
4301,38958,0
4301,36004,0
4301,35999,0
4301,29877,0
4301,29775,0
4301,25719,0
4301,24491,0
4301,23680,0
43175,15141,0
4301,23582,0
4301,21638,0
4301,21576,0
4301,20636,0
4301,20522,0
4301,20224,0
4301,19928,0
4301,19924,0
4301,19776,0
4301,19573,0
43175,421,0
43175,740,0
43175,742,0
43175,756,0
43175,12002,0
43175,11093,0
43175,8183,0
43175,7490,0
43175,5011,0
43175,5007,0
43175,4753,0
43175,2194,0
43175,2184,0
43175,1714,0
43175,1684,0
43175,1670,0
43175,1276,0
43175,1266,0
43175,887,0
43175,790,0
43175,788,0
43175,774,0
43175,770,0
43175,768,0
43175,766,0
43600,7490,0
43600,11093,0
44750,1714,0
44128,19573,0
44128,23680,0
44128,23582,0
44128,21638,0
44128,21576,0
44128,20636,0
44128,20522,0
44128,20224,0
44128,19928,0
44128,19924,0
44128,19776,0
44128,19571,0
44128,5011,0
44128,15865,0
44128,15611,0
44128,15228,0
44128,15203,0
44128,15189,0
44128,15151,0
44128,15141,0
44128,12002,0
44128,11093,0
44128,8183,0
44128,23710,0
44128,24491,0
44128,25719,0
44128,29775,0
44750,1684,0
44750,1670,0
44750,1276,0
44750,1266,0
44750,887,0
44750,790,0
44750,788,0
44750,774,0
44750,770,0
44750,768,0
44750,766,0
44750,756,0
44750,742,0
44750,740,0
44750,421,0
44750,407,0
44128,42272,0
44128,38958,0
44128,36004,0
44128,35999,0
44128,29877,0
44128,7490,0
44128,5007,0
43600,12002,0
43600,19928,0
43600,25719,0
43600,24491,0
43600,23710,0
43600,23680,0
43600,23582,0
43600,21638,0
43600,21576,0
43600,20636,0
43600,20522,0
43600,20224,0
43600,19924,0
44128,4753,0
43600,19776,0
43600,19573,0
43600,19571,0
43600,15865,0
43600,15611,0
43600,15228,0
43600,15203,0
43600,15189,0
43600,15151,0
43600,15141,0
43600,29775,0
43600,29877,0
43600,35999,0
43600,38958,0
44128,2194,0
44128,2184,0
44128,1714,0
44128,1684,0
44128,1670,0
44128,1276,0
44128,1266,0
44128,887,0
44128,790,0
