req_turning,req_milling,plan,req_sheet_metal,req_sheet_metal_inserts,one_manufacturer,num_distinct_parts_binned,total_quantity_of_parts_binned,separator,manufacturer_name,post_id_manuf,predBidProb
0,1,quick,1,1,0,[1-4),[30-100),,Metalif Inc.,15228,0.3581261082477366
0,1,quick,1,1,0,[1-4),[30-100),,P.D.R ELECTRONICS,2184,0.263406374294493
0,1,quick,1,1,0,[1-4),[30-100),,Chemograf Ltd.,15611,0.2542164845228305
0,1,quick,1,1,0,[1-4),>=200,,Hongding Photoelectric Technology,5314,0.7064460764659727
0,1,quick,1,1,0,[1-4),>=200,,Metalif Inc.,15228,0.6265954518483277
0,1,quick,1,1,0,[1-4),>=200,,P.D.R ELECTRONICS,2184,0.44613506698480987
0,1,quick,1,1,0,[1-4),>=200,,Zahavi steel ltd.,788,0.39727816730868437
0,1,quick,1,1,0,[1-4),>=200,,4MODEL,44404,0.17762200107813617
0,1,quick,1,1,0,[1-4),[100-200),,Zahavi steel ltd.,788,0.6624535583378087
0,1,quick,1,1,0,[1-4),[100-200),,Hongding Photoelectric Technology,5314,0.4738162339914303
0,1,quick,1,1,0,[1-4),[100-200),,P.D.R ELECTRONICS,2184,0.26661588244631473
0,1,quick,1,1,0,[1-4),[100-200),,FGM TEKNİK,15212,0.2124344915931812
0,1,quick,1,1,0,[1-4),[100-200),,Metalif Inc.,15228,0.164796619912895
0,1,quick,1,1,0,>=20,[10-30),,Hongding Photoelectric Technology,5314,0.3622486482586058
0,1,quick,1,1,0,>=20,[10-30),,Metalif Inc.,15228,0.36088719476096054
0,1,quick,1,1,0,>=20,[10-30),,Zahavi steel ltd.,788,0.3101326135110935
0,1,quick,1,1,0,>=20,[10-30),,P.D.R ELECTRONICS,2184,0.2337387128047417
0,1,quick,1,1,0,>=20,[10-30),,Shenzhen KG Model Co. Ltd,36004,0.14860893350892287
0,1,quick,1,1,0,>=20,[1-10),,Metalif Inc.,15228,0.5389727791352659
0,1,quick,1,1,0,>=20,[1-10),,Zahavi steel ltd.,788,0.44173058410941357
0,1,quick,1,1,0,>=20,[1-10),,Hongding Photoelectric Technology,5314,0.26508138310037394
0,1,quick,1,1,0,>=20,[1-10),,R.Benes Metal Ltd.,774,0.21931820397361032
0,1,quick,1,1,0,>=20,[1-10),,M.ash presicion mechanics,770,0.18477750600080647
0,1,quick,1,1,0,>=20,[30-100),,Metalif Inc.,15228,0.4470138997077598
0,1,quick,1,1,0,>=20,[30-100),,Zahavi steel ltd.,788,0.35670221001328706
0,1,quick,1,1,0,>=20,[30-100),,Hongding Photoelectric Technology,5314,0.3460718106100493
0,1,quick,1,1,0,>=20,[30-100),,Chemograf Ltd.,15611,0.27389859132057265
0,1,quick,1,1,0,>=20,[30-100),,P.D.R ELECTRONICS,2184,0.25957196032616947
0,1,quick,1,1,0,>=20,>=200,,Metalif Inc.,15228,0.7085603335924837
0,1,quick,1,1,0,>=20,>=200,,Hongding Photoelectric Technology,5314,0.5993581001473962
0,1,quick,1,1,0,>=20,>=200,,P.D.R ELECTRONICS,2184,0.4412340506005181
0,1,quick,1,1,0,>=20,>=200,,Zahavi steel ltd.,788,0.2251726232221186
