req_turning,req_milling,plan,req_sheet_metal,req_sheet_metal_inserts,one_manufacturer,num_distinct_parts_binned,total_quantity_of_parts_binned,separator,manufacturer_name,post_id_manuf,predBidProb
0,1,quick,1,1,0,>=20,[30-100),,Zahavi steel ltd.,788,0.20327683
0,1,quick,1,1,0,>=20,>=200,,Metalif Inc.,15228,0.6825197
0,1,quick,1,1,0,>=20,>=200,,P.D.R ELECTRONICS,2184,0.50209
0,1,quick,1,1,0,>=20,>=200,,Hongding Photoelectric Technology,5314,0.479682
0,1,quick,1,1,0,>=20,>=200,,M.ash presicion mechanics,770,0.41671968
0,1,quick,1,1,0,>=20,>=200,,Zahavi steel ltd.,788,0.16769351
0,1,quick,1,1,0,>=20,[100-200),,Hongding Photoelectric Technology,5314,0.35072148
0,1,quick,1,1,0,>=20,[100-200),,P.D.R ELECTRONICS,2184,0.30839074
0,1,quick,1,1,0,>=20,[100-200),,Zahavi steel ltd.,788,0.23997456
0,1,quick,1,1,0,>=20,[100-200),,FGM TEKNİK,15212,0.23970008
0,1,quick,1,1,0,>=20,[100-200),,Aloni engineering,4753,0.18032296
0,1,quick,1,1,0,[11-20),[10-30),,Hongding Photoelectric Technology,5314,0.5077949
0,1,quick,1,1,0,[11-20),[10-30),,Metalif Inc.,15228,0.48399216
0,1,quick,1,1,0,[11-20),[10-30),,M.ash presicion mechanics,770,0.44230032
0,1,quick,1,1,0,[11-20),[10-30),,YAAF,5011,0.3822953
0,1,quick,1,1,0,[11-20),[10-30),,Zahavi steel ltd.,788,0.19499475
0,1,quick,1,1,0,[11-20),[1-10),,Metalif Inc.,15228,0.54121155
0,1,quick,1,1,0,[11-20),[1-10),,Hongding Photoelectric Technology,5314,0.45555484
0,1,quick,1,1,0,[11-20),[1-10),,Zahavi steel ltd.,788,0.3950885
0,1,quick,1,1,0,[11-20),[1-10),,M.ash presicion mechanics,770,0.24106264
0,1,quick,1,1,0,[11-20),[1-10),,YAAF,5011,0.22271977
0,1,quick,1,1,0,[11-20),[30-100),,Metalif Inc.,15228,0.5471652
0,1,quick,1,1,0,[11-20),[30-100),,YAAF,5011,0.488085
0,1,quick,1,1,0,[11-20),[30-100),,Hongding Photoelectric Technology,5314,0.47831288
0,1,quick,1,1,0,[11-20),[30-100),,Zahavi steel ltd.,788,0.28787258
0,1,quick,1,1,0,[11-20),[30-100),,P.D.R ELECTRONICS,2184,0.2697397
0,1,quick,1,1,0,[11-20),>=200,,Metalif Inc.,15228,0.59471464
0,1,quick,1,1,0,[11-20),>=200,,Hongding Photoelectric Technology,5314,0.55748695
0,1,quick,1,1,0,[11-20),>=200,,GS ELECTRONIC PACKAGING,7490,0.3763945
0,1,quick,1,1,0,[11-20),>=200,,P.D.R ELECTRONICS,2184,0.37141287
0,1,quick,1,1,0,[11-20),>=200,,Zahavi steel ltd.,788,0.30662116
0,1,quick,1,1,0,[11-20),[100-200),,Hongding Photoelectric Technology,5314,0.54487956
0,1,quick,1,1,0,[11-20),[100-200),,GS ELECTRONIC PACKAGING,7490,0.4022317
0,1,quick,1,1,0,[11-20),[100-200),,Zahavi steel ltd.,788,0.28700155
0,1,quick,1,1,0,[11-20),[100-200),,FGM TEKNİK,15212,0.27126306
